Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"45","Comoros","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.000000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.050000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.060000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.080000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.020000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.020000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.030000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.000000","Fc"
"46","Congo","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.000000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.170000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.170000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.200000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.200000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.000000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.140000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.180000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.330000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.320000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.300000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.310000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.640000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.820000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.920000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","1.110000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","1.300000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.480000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.890000","Fc"
"47","Cook Islands","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","2.060000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","13.250000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","10.470000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","21.920000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","33.220000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","16.120000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","33.780000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","52.790000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","21.840000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","22.700000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","21.280000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","21.980000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","22.320000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","21.760000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","25.490000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","26.630000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","23.220000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","26.370000","Fc"
"48","Costa Rica","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","23.420000","Fc"
"107","Côte d'Ivoire","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.000000","Fc"
"107","Côte d'Ivoire","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.020000","Fc"
"107","Côte d'Ivoire","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.020000","Fc"
"107","Côte d'Ivoire","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.010000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","1.740000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","2.770000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","2.830000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","2.370000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.170000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","2.250000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","2.160000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","2.520000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","2.160000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.560000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.960000","Fc"
"98","Croatia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","2.480000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","13.950000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","12.700000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","10.900000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","13.210000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","17.810000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","14.390000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","17.020000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","15.760000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","3.810000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","4.520000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","7.010000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","4.710000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","4.190000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","3.730000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","5.210000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","3.410000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","3.910000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","5.730000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","5.510000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","4.980000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","6.360000","Fc"
"50","Cyprus","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","9.840000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","1.040000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.060000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","1.110000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","1.090000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","1.230000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","1.300000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","1.270000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","1.370000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","1.400000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","1.510000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","1.390000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.620000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","1.640000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","1.740000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.890000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.670000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","1.500000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.590000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","1.640000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","1.650000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.600000","Fc"
"167","Czechia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","1.450000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","2.200000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","1.810000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","1.790000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","1.610000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.650000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","2.170000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","1.580000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","1.550000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","1.530000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","1.250000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","1.390000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","1.440000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","1.260000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","1.300000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.270000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","1.390000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","1.370000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.440000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.720000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","1.160000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.610000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","1.700000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","2.360000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.640000","Fc"
"54","Denmark","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.710000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","3.690000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","2.510000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","2.540000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.960000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","3.340000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","4.250000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","3.860000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","5.450000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.690000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","3.040000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.880000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.370000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","4.660000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","4.510000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","4.980000","Fc"
"56","Dominican Republic","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","5.260000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.870000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.790000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.670000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.620000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.880000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.890000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.800000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.530000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","7.160000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","4.770000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","6.020000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","2.620000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.500000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","12.320000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","11.810000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","7.330000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.250000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","5.860000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","6.160000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","3.790000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","12.270000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","6.910000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","4.530000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","2.430000","Fc"
"58","Ecuador","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","4.450000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","4.990000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","3.120000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","2.050000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","1.290000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","1.550000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","2.770000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","2.570000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","2.690000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","2.440000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","3.160000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","3.580000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","3.790000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","3.630000","Fc"
"59","Egypt","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","3.030000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","3.120000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","4.950000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.070000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","2.700000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","2.240000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","4.270000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","3.670000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","4.010000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","3.570000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","2.780000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","6.350000","Fc"
"60","El Salvador","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","5.840000","Fc"
"178","Eritrea","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.010000","Fc"
"178","Eritrea","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.080000","Fc"
"178","Eritrea","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.040000","Fc"
"178","Eritrea","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.050000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.420000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.160000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.180000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.170000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.150000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.220000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.220000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.210000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.370000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.470000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.520000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.580000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.660000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.640000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.800000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.760000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.910000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.670000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.790000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","0.720000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.880000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.890000","Fc"
"63","Estonia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.910000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.020000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.040000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.040000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.060000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.060000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.100000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.180000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.170000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.160000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.250000","Fc"
"238","Ethiopia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.260000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","1.890000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","5.630000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","1.620000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","6.660000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","8.540000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","8.480000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","8.640000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","9.650000","Fc"
"66","Fiji","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","9.220000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","0.880000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","0.760000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.600000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.530000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.540000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.490000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.430000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.470000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.540000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.520000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.520000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.650000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.730000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","0.750000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.670000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.640000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","0.730000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.650000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","0.720000","Fc"
