"CountryCode","Country","ItemCode","Item","ElementGroup","ElementCode","Element","Year","Unit","Value","Flag"
"38","Sri Lanka","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.880",""
"206","Sudan (former)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.820",""
"206","Sudan (former)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.330",""
"206","Sudan (former)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.740",""
"207","Suriname","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"207","Suriname","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.640",""
"207","Suriname","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.370",""
"209","Swaziland","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","3.000",""
"209","Swaziland","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","4.000",""
"209","Swaziland","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.740",""
"210","Sweden","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"210","Sweden","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.890",""
"210","Sweden","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","5.290",""
"211","Switzerland","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.780",""
"211","Switzerland","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.370",""
"211","Switzerland","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.090",""
"212","Syrian Arab Republic","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.690",""
"212","Syrian Arab Republic","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.330",""
"212","Syrian Arab Republic","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.770",""
"208","Tajikistan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.880",""
"216","Thailand","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","2.280",""
"216","Thailand","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.160",""
"216","Thailand","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.010",""
"154","The former Yugoslav Republic of Macedonia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.130",""
"176","Timor-Leste","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"176","Timor-Leste","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"176","Timor-Leste","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.760",""
"217","Togo","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.900",""
"217","Togo","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.400",""
"217","Togo","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.890",""
"219","Tonga","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.490",""
"220","Trinidad and Tobago","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"220","Trinidad and Tobago","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"220","Trinidad and Tobago","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.790",""
"222","Tunisia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.320",""
"222","Tunisia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.080",""
"222","Tunisia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.730",""
"223","Turkey","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.860",""
"223","Turkey","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.810",""
"223","Turkey","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.980",""
"213","Turkmenistan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.350",""
"226","Uganda","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.170",""
"226","Uganda","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.920",""
"226","Uganda","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.100",""
"230","Ukraine","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.330",""
"225","United Arab Emirates","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.050",""
"225","United Arab Emirates","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.510",""
"225","United Arab Emirates","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.500",""
"229","United Kingdom","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.770",""
"229","United Kingdom","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.700",""
"229","United Kingdom","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","6.980",""
"215","United Republic of Tanzania","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.750",""
"215","United Republic of Tanzania","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.310",""
"215","United Republic of Tanzania","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.630",""
"231","United States of America","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.870",""
"231","United States of America","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.510",""
"231","United States of America","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.520",""
"240","United States Virgin Islands","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.090",""
"234","Uruguay","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.260",""
"234","Uruguay","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.440",""
"234","Uruguay","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.690",""
"235","Uzbekistan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.530",""
"155","Vanuatu","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.000",""
"155","Vanuatu","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.960",""
"236","Venezuela (Bolivarian Republic of)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.420",""
"236","Venezuela (Bolivarian Republic of)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.370",""
"236","Venezuela (Bolivarian Republic of)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.470",""
"237","Viet Nam","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","2.470",""
"237","Viet Nam","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.380",""
"237","Viet Nam","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.260",""
"5105","Western Africa + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.710","A"
"5105","Western Africa + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.440","A"
"5105","Western Africa + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.930","A"
"5305","Western Asia + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.600","A"
"5305","Western Asia + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.230","A"
"5305","Western Asia + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.820","A"
"5404","Western Europe + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.670","A"
"5404","Western Europe + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.480","A"
"5404","Western Europe + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.200","A"
"205","Western Sahara","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.000",""
"205","Western Sahara","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.890",""
"5000","World + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.850","A"
"5000","World + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.110","A"
"5000","World + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.870","A"
"249","Yemen","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.580",""
"249","Yemen","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.750",""
"249","Yemen","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.630",""
"251","Zambia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.830",""
"251","Zambia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.240",""
"251","Zambia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.590",""
"181","Zimbabwe","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.910",""
"181","Zimbabwe","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.900",""
"181","Zimbabwe","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.550",""
