"CountryCode","Country","ItemCode","Item","ElementGroup","ElementCode","Element","Year","Unit","Value","Flag"
"102","Iran (Islamic Republic of)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.370",""
"102","Iran (Islamic Republic of)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.010",""
"103","Iraq","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.920",""
"103","Iraq","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.700",""
"103","Iraq","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.560",""
"104","Ireland","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"104","Ireland","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.670",""
"104","Ireland","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","5.480",""
"264","Isle of Man","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.990",""
"105","Israel","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"105","Israel","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.920",""
"105","Israel","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.960",""
"106","Italy","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.180",""
"106","Italy","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.320",""
"106","Italy","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.100",""
"109","Jamaica","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"109","Jamaica","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"109","Jamaica","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.720",""
"110","Japan","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"110","Japan","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.510",""
"110","Japan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.280",""
"112","Jordan","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.330",""
"112","Jordan","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.590",""
"112","Jordan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.030",""
"108","Kazakhstan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.030",""
"114","Kenya","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.830",""
"114","Kenya","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.730",""
"114","Kenya","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.900",""
"118","Kuwait","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"118","Kuwait","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"118","Kuwait","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.420",""
"113","Kyrgyzstan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.220",""
"5802","LandLocked developing countries + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.870","A"
"5802","LandLocked developing countries + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.960","A"
"5802","LandLocked developing countries + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.280","A"
"120","Lao People's Democratic Republic","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.870",""
"120","Lao People's Democratic Republic","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.190",""
"120","Lao People's Democratic Republic","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.000",""
"119","Latvia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.000",""
"5801","Least Developed Countries + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.790","A"
"5801","Least Developed Countries + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.210","A"
"5801","Least Developed Countries + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.270","A"
"121","Lebanon","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.970",""
"121","Lebanon","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.030",""
"121","Lebanon","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.160",""
"122","Lesotho","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.480",""
"122","Lesotho","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.490",""
"122","Lesotho","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.310",""
"123","Liberia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.680",""
"123","Liberia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.110",""
"124","Libya","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.750",""
"124","Libya","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.930",""
"124","Libya","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.460",""
"125","Liechtenstein","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"125","Liechtenstein","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"125","Liechtenstein","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.570",""
"126","Lithuania","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.370",""
"5815","Low Income Food Deficit Countries + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.870","A"
"5815","Low Income Food Deficit Countries + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.250","A"
"5815","Low Income Food Deficit Countries + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.250","A"
"256","Luxembourg","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.140",""
"129","Madagascar","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.370",""
"129","Madagascar","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.040",""
"129","Madagascar","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.100",""
"130","Malawi","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.090",""
"130","Malawi","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.490",""
"130","Malawi","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.290",""
"131","Malaysia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.640",""
"131","Malaysia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.020",""
"131","Malaysia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.480",""
"133","Mali","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.430",""
"133","Mali","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.420",""
"133","Mali","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.690",""
"134","Malta","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.860",""
"135","Martinique","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","6.120",""
"136","Mauritania","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.740",""
"136","Mauritania","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.680",""
"136","Mauritania","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.880",""
"137","Mauritius","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"137","Mauritius","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"137","Mauritius","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.880",""
"270","Mayotte","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.050",""
"5502","Melanesia + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000","A"
"5502","Melanesia + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.520","A"
"5502","Melanesia + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.680","A"
"138","Mexico","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.630",""
"138","Mexico","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.780",""
"138","Mexico","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.010",""
"5102","Middle Africa + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.910","A"
"5102","Middle Africa + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.450","A"
"5102","Middle Africa + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.200","A"
"141","Mongolia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.670",""
"141","Mongolia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.980",""
"141","Mongolia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.150",""
"142","Montserrat","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","5.110",""
"143","Morocco","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.880",""
"143","Morocco","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.970",""
"143","Morocco","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.840",""
"144","Mozambique","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.120",""
"144","Mozambique","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.030",""
"144","Mozambique","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.840",""
"28","Myanmar","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.960",""
"28","Myanmar","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.050",""
"28","Myanmar","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.260",""
"147","Namibia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.650",""
"147","Namibia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.040",""
"147","Namibia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.340",""
"149","Nepal","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.970",""
"149","Nepal","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.580",""
"149","Nepal","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.320",""
"5817","Net Food Importing Developing Countries + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.810","A"
"5817","Net Food Importing Developing Countries + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.160","A"
"5817","Net Food Importing Developing Countries + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.390","A"
"150","Netherlands","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.050",""
"150","Netherlands","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","6.370",""
"151","Netherlands Antilles","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.280",""
"153","New Caledonia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","3.000",""
"153","New Caledonia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","4.000",""
"153","New Caledonia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.370",""
"156","New Zealand","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.050",""
"156","New Zealand","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.670",""
"156","New Zealand","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.850",""
"157","Nicaragua","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.760",""
"157","Nicaragua","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.660",""
"157","Nicaragua","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.770",""
"158","Niger","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.710",""
"158","Niger","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.100",""
"158","Niger","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.560",""
"159","Nigeria","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.090",""
"159","Nigeria","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.840",""
"159","Nigeria","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.820",""
"5103","Northern Africa + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.700","A"
"5103","Northern Africa + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.030","A"
"5103","Northern Africa + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.690","A"
"5203","Northern America + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.660","A"
"5203","Northern America + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.570","A"
"5203","Northern America + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.890","A"
"5402","Northern Europe + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.340","A"
"5402","Northern Europe + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.400","A"
"5402","Northern Europe + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","4.170","A"
"162","Norway","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"162","Norway","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.560",""
"162","Norway","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.690",""
"5500","Oceania + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.620","A"
"5500","Oceania + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.720","A"
"5500","Oceania + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.780","A"
"221","Oman","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.730",""
"221","Oman","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.260",""
"221","Oman","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.480",""
"165","Pakistan","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.160",""
"165","Pakistan","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.170",""
"165","Pakistan","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.860",""
"166","Panama","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.450",""
"166","Panama","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.550",""
"166","Panama","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.770",""
"168","Papua New Guinea","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"168","Papua New Guinea","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.590",""
"168","Papua New Guinea","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.170",""
"169","Paraguay","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.750",""
"169","Paraguay","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","0.760",""
"169","Paraguay","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.960",""
"170","Peru","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.880",""
"170","Peru","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.830",""
"170","Peru","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.630",""
"171","Philippines","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","2.180",""
"171","Philippines","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.070",""
"171","Philippines","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.280",""
"173","Poland","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.790",""
"173","Poland","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.730",""
"173","Poland","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.400",""
"5504","Polynesia + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.310","A"
"174","Portugal","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.270",""
"174","Portugal","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.740",""
"174","Portugal","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.520",""
"177","Puerto Rico","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"177","Puerto Rico","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"177","Puerto Rico","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.610",""
"179","Qatar","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"179","Qatar","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"179","Qatar","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.500",""
"117","Republic of Korea","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.180",""
"117","Republic of Korea","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.600",""
"117","Republic of Korea","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.290",""
"146","Republic of Moldova","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.070",""
"182","Réunion","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"182","Réunion","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"182","Réunion","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.120",""
"183","Romania","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.300",""
"183","Romania","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.220",""
"183","Romania","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.730",""
"185","Russian Federation","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.890",""
"184","Rwanda","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"184","Rwanda","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.240",""
"184","Rwanda","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","8.260",""
"188","Saint Kitts and Nevis","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","5.110",""
"189","Saint Lucia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.560",""
"190","Saint Pierre and Miquelon","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","4.630",""
"191","Saint Vincent and the Grenadines","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.550",""
"244","Samoa","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.300",""
"192","San Marino","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.000",""
"192","San Marino","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.000",""
"192","San Marino","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.880",""
"193","Sao Tome and Principe","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"193","Sao Tome and Principe","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"193","Sao Tome and Principe","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.810",""
"194","Saudi Arabia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.260",""
"194","Saudi Arabia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.330",""
"194","Saudi Arabia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.650",""
"195","Senegal","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.360",""
"195","Senegal","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.880",""
"195","Senegal","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.830",""
"197","Sierra Leone","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"197","Sierra Leone","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.610",""
"197","Sierra Leone","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.200",""
"200","Singapore","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","4.000",""
"200","Singapore","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.630",""
"199","Slovakia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.290",""
"198","Slovenia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.720",""
"5803","Small Island Developing States + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.100","A"
"5803","Small Island Developing States + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.140","A"
"5803","Small Island Developing States + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.980","A"
"25","Solomon Islands","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.000",""
"25","Solomon Islands","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","3.000",""
"25","Solomon Islands","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.440",""
"201","Somalia","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.630",""
"201","Somalia","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.340",""
"201","Somalia","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.470",""
"202","South Africa","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","2.350",""
"202","South Africa","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.670",""
"202","South Africa","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.580",""
"5207","South America + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.520","A"
"5207","South America + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","1.730","A"
"5207","South America + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","3.100","A"
"5304","South-Eastern Asia + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.480","A"
"5304","South-Eastern Asia + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.810","A"
"5304","South-Eastern Asia + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","2.550","A"
"5104","Southern Africa + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.740","A"
"5104","Southern Africa + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.350","A"
"5104","Southern Africa + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","0.920","A"
"5303","Southern Asia + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.830","A"
"5303","Southern Asia + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.280","A"
"5303","Southern Asia + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.120","A"
"5403","Southern Europe + (Total)","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.060","A"
"5403","Southern Europe + (Total)","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.550","A"
"5403","Southern Europe + (Total)","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.280","A"
"203","Spain","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","0.650",""
"203","Spain","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.550",""
"203","Spain","6709","Soil","7221","7221","Average carbon content in the topsoil as a % in weight","2008","%","1.250",""
"38","Sri Lanka","6709","Soil","7219","7219","Average soil erosion expressed in GLASOD erosion degree","1991","degrees","1.500",""
"38","Sri Lanka","6709","Soil","7220","7220","Average land degradation in GLASOD erosion degree","1991","degrees","2.850",""
