code3,typeName,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
BWA,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",0.6964,0.7986,0.9005,1.0028,1.1047,1.207,1.3089,1.3844,1.1256,1.4059,0.7788,1.6077,1.5684,1.6991,1.9605,2.1239,2.2872,2.5486,2.4179,2.7447,3.3982,3.7249,3.1368,2.3852,1.6664,1.9278,2.0912,2.9407,3.2675,3.5289,3.5942,2.5486,1.8298,3.3328,5.2933,2.2872,3.2675,4.2477,4.9012,3.921,4.2477,4.5745,4.9012,5.0972,5.2279,5.8814,6.0775,5.5547,5.2279,5.2279,5.5547,5.62,5.62,5.1989
BWA,"Meat, pig Emissions (CO2eq) gigagrams",1.4918,1.6023,1.6851,1.7956,1.9338,2.0443,2.21,2.2943,2.9601,2.3482,4.3449,4.227,4.4201,4.6963,4.4201,4.1438,3.5913,2.7902,1.7404,1.6575,1.3813,1.3813,1.3813,2.141,2.4863,3.0388,3.094,3.536,4.1991,4.4753,3.5913,2.3482,1.105,0.9669,0.2763,0.8288,0.5525,1.105,1.105,1.3813,1.3813,2.0719,1.105,1.9338,2.7625,3.315,4.5897,3.7747,3.6747,0.8288,1.344,0.6732,0.8351,0.8564
BRA,Cereals excluding rice Emissions (CO2eq) gigagrams,1357.8362,1414.0584,1524.7337,1480.8725,1719.1293,1680.8625,1902.3042,2055.2602,2168.9423,2611.3263,2710.3185,3016.4389,2823.5014,3190.814,3205.1343,3672.9381,4243.4509,3941.7944,4343.7524,4813.3332,4149.3572,4252.863,3704.6216,4557.5489,4852.136,5394.3073,5736.404,5205.5411,5216.7027,4595.5419,4917.0403,5272.103,5654.1717,6293.2648,6204.8357,6282.1589,6812.0642,6721.5818,7243.8587,7198.9155,7821.2919,7983.0169,10451.7759,9801.3977,8734.9445,9277.4477,11872.0112,11277.9449,12426.975,13936.7268,15925.5606,16182.5196,16058.5651,15923.4969
BRA,"Rice, paddy Emissions (CO2eq) gigagrams",5104.2977,5376.9878,5957.0266,6680.194,7410.866,6394.8468,6893.1248,7160.2298,7404.0523,8057.9369,7686.0984,7406.5849,7792.6024,7596.6514,8627.6109,10817.2865,9868.7254,9230.4237,9020.2731,10385.5451,9984.4833,9924.4726,8402.5004,8949.8908,8052.122,9458.7744,10070.9695,10006.5499,8889.3882,6730.7563,7108.8473,7998.0136,7700.9347,7791.4548,7721.4715,5952.0544,5731.134,5759.7034,7142.3816,6876.8891,6041.6594,6153.0249,6476.605,7391.9476,7565.2363,6108.8084,6329.8859,6097.7598,6469.6368,6428.5609,6939.5842,6253.4175,6029.4016,5989.4776
BRA,"Meat, cattle Emissions (CO2eq) gigagrams",81211.1673,83677.2566,86470.5203,89729.3169,92513.4987,95078.6071,98914.4966,102800.4766,106331.302,110070.4762,114662.4184,121837.3387,126461.7486,132886.6198,133893.6926,148284.9328,155524.3763,154913.2663,157394.2088,171050.4999,175783.2262,178801.5701,180151.0448,185163.5359,186015.9199,191356.3554,196906.6087,202915.55,209485.9383,213740.2351,220655.1401,223295.5411,225562.6772,230677.7489,234807.7041,237088.4444,241016.7739,243530.6799,245787.1847,253742.3683,264100.1582,277701.3322,294319.3674,307999.068,311406.0392,308756.0371,298215.4943,301707.5985,305298.97,311548.6514,316506.825,314652.7955,315210.7163,316073.5092
BRA,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",15482.0124,15945.4554,16552.4947,16715.5579,17618.1626,18944.8572,18832.6596,18817.379,19412.4868,19917.1666,20681.1988,20974.2523,20409.0778,22687.6518,25733.5655,26902.3337,29594.5882,29619.816,31187.3482,34565.5866,34521.0068,34301.2544,34070.3094,35046.908,35585.0586,36841.0018,37205.5269,37790.5621,39087.0304,39924.1583,41789.6276,42861.1566,41913.1288,42007.7429,43077.2037,34064.6704,35686.0197,36172.4338,36413.2654,37437.6168,38084.2851,39782.4208,40306.6559,41912.3436,43174.9852,43838.3053,44214.0546,45183.1463,46962.4162,47987.3181,48624.2467,47733.2096,48049.3263,48180.8467
BRA,"Meat, goat Emissions (CO2eq) gigagrams",566.9862,572.7391,579.6853,587.6542,582.7109,712.5147,696.1082,716.3501,740.6403,731.6913,729.7721,775.5842,776.4365,918.5559,916.4252,955.6306,942.6331,972.6764,1037.6635,1028.2883,1143.1345,1158.4216,1136.911,1251.7241,1282.7185,1362.6614,1383.2385,1408.9879,1484.9067,1522.3157,1560.1486,1567.6857,1239.7629,1305.9837,1400.2492,577.1335,676.043,710.5422,784.0485,947.494,1052.0329,1023.6787,1082.7603,1159.7671,1213.7408,1232.349,1044.1222,991.547,934.3523,945.3129,939.5044,776.9613,783.9395,809.9848
BRA,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",477.0695,492.6238,528.2922,562.9378,589.1883,474.9388,464.0721,477.7088,493.6892,487.7232,486.6578,502.8513,585.9496,609.3876,596.6033,639.2178,639.2178,660.525,681.8323,745.7541,745.7541,767.0613,767.0613,809.6758,852.2904,894.9049,916.2121,1001.4412,1001.4412,1012.0948,1033.4021,1023.1833,1022.7484,1012.0948,1001.4412,1007.371,1021.7555,1029.0151,1053.2626,1044.0557,980.1339,985.3018,958.8267,980.9493,982.3392,983.9147,969.4803,1001.7501,1018.1512,1038.9862,1060.4623,1065.363,1086.6702,1076.108
BRA,"Meat, sheep Emissions (CO2eq) gigagrams",2676.1799,2771.7578,2867.3356,2982.0291,3077.6069,3100.3544,3080.6654,3205.1078,3419.2037,3397.4119,3372.5678,3345.2249,3345.2249,3326.1093,3407.9668,3441.2156,3442.4452,3329.6082,3403.7705,3513.6346,3642.2809,3553.2023,3464.0045,3526.2968,3566.7667,3758.0723,3796.279,3839.3395,3831.0387,3825.8882,3847.5729,3814.6842,3442.3893,3524.1658,3505.1075,2814.864,2778.2028,2727.4836,2752.6346,2826.2291,2798.3141,2731.0798,2782.555,2878.3921,2979.743,3062.1558,3104.2645,3178.9974,3213.6564,3322.3971,3377.3513,3209.4072,3305.1814,3367.1034
BRA,"Meat, chicken Emissions (CO2eq) gigagrams",352.1193,362.3789,378.1373,393.6594,414.8681,434.7337,465.4538,489.5621,515.5023,530.634,566.6597,706.1193,779.9688,770.3717,843.4444,910.756,902.0193,885.5783,982.3621,1348.6085,1386.1164,1438.4527,1386.4924,1323.1756,1303.3458,1352.2393,1367.9494,1385.2849,1467.8883,1503.3656,1650.9905,1837.1845,1889.2535,1976.6661,2262.636,2294.2067,2342.4024,2361.6222,2484.2656,2601.9493,2748.8012,2832.9255,2875.9654,2963.6036,3171.4408,3144.5957,3625.2666,3922.1125,3986.386,3985.659,4087.1731,3949.5425,3964.2373,4225.3948
BRA,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",289.1119,305.3745,324.0463,345.1274,360.1853,379.4594,385.4826,403.5521,421.6216,439.6911,469.8069,487.8764,511.9691,542.0849,662.5482,728.803,696.8802,805.6586,918.7857,714.0463,712.5405,756.8107,716.2447,879.9845,952.5636,1035.9844,1127.2354,1075.4362,1083.5675,1122.8686,1200.1157,1204.1512,1216.6794,1252.8184,1132.3551,1078.1466,1204.6331,1204.6331,1264.8647,1325.0964,1355.2122,1385.328,1403.3975,1415.4439,1445.5597,1559.3975,1566.023,1566.023,1662.3936,1716.6021,1746.718,1806.9496,1806.9496,1925.9885
BRA,"Meat, pig Emissions (CO2eq) gigagrams",5783.2074,5859.5227,5988.4342,6120.1745,6254.8087,6392.4236,6533.0951,6676.8161,6823.6806,6973.8006,7127.0063,7257.3105,7460.7865,7730.2792,7958.1723,7959.2575,7807.1479,7618.8214,8070.0859,7728.2462,7331.6941,7500.487,7161.798,7308.7095,7290.6987,7356.6394,7343.1503,7262.0348,7464.1868,7601.6787,7752.497,7807.1859,7728.5139,7945.0232,8153.0806,6602.159,6700.489,6784.1036,6972.1312,7135.7024,7371.5085,7237.6864,7303.6364,7480.0715,7701.3255,7952.2543,8126.6088,8324.2068,8601.4852,8807.5173,8886.7771,8771.1502,8307.1544,8575.2374
#N/A,"Meat, cattle Emissions (CO2eq) gigagrams",7.1767,7.103,5.4629,3.4081,3.4003,3.4113,3.2633,3.9089,2.6683,2.4035,2.6719,2.6423,2.6556,2.9019,2.871,3.1265,3.1238,2.9882,2.984,3.2628,3.2501,3.1309,3.1136,3.1246,3.1529,3.1518,3.1279,3.1402,3.0975,3.1023,3.103,3.0751,3.1089,3.044,3.0526,2.9755,3.0122,3.0168,2.9774,2.8476,2.9107,2.9561,2.8878,2.9997,3.0358,3.019,2.9459,2.9508,2.9239,2.8154,2.8225,2.8171,2.8064,2.8064
#N/A,"Meat, goat Emissions (CO2eq) gigagrams",2.2442,2.2442,2.3511,2.3511,2.4579,1.7099,1.8167,1.8167,1.8167,1.9236,2.0305,2.1373,2.2442,2.3511,2.3724,2.3938,2.4152,2.4152,2.4579,2.5007,2.5862,2.5648,2.5648,2.5648,2.522,2.3938,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373,2.1373
#N/A,"Meat, sheep Emissions (CO2eq) gigagrams",0.4297,0.4335,0.4316,0.4297,0.4354,1.1893,1.2084,1.2276,1.2468,1.266,1.2852,1.3043,1.3235,1.3427,1.3619,1.3811,1.4003,1.4003,1.4194,1.4386,1.4578,1.4578,1.4578,1.4578,1.3043,1.1125,1.1509,1.1509,1.1509,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701,1.1701
#N/A,"Meat, pig Emissions (CO2eq) gigagrams",0.9571,1.0289,1.0767,1.0767,1.1485,0.5025,0.5264,0.5264,0.5264,0.5503,0.5503,0.5503,0.5743,0.5743,0.5743,0.5982,0.5982,0.5982,0.5982,0.5982,0.5982,0.5982,0.5982,0.6221,0.6221,0.4786,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589,0.3589
BRN,"Rice, paddy Emissions (CO2eq) gigagrams",11.0138,11.0104,10.9087,10.0484,9.6832,9.4687,13.4917,13.4917,14.1965,13.4586,10.6015,9.5911,9.8753,13.2428,14.2865,14.3313,10.9724,9.3439,8.2807,7.7113,7.3269,6.8762,6.9246,8.8121,3.6483,3.7534,5.0558,4.6158,3.1151,7.6519,7.4594,8.0236,1.3678,1.824,1.2026,1.0476,1.0362,1.0438,1.4546,1.7635,1.8419,2.0293,2.9465,3.2923,4.8855,4.5179,6.881,5.4662,7.2796,9.3767,7.17,8.031,7.1983,9.6103
BRN,"Meat, cattle Emissions (CO2eq) gigagrams",4.3364,3.9699,3.3082,2.0366,1.7137,2.4865,2.4243,2.8385,2.9602,3.3082,2.7233,3.0052,2.6466,3.9699,3.9699,3.9699,3.9699,3.9699,3.9699,3.9699,3.9699,2.6466,2.6466,1.3233,1.3233,1.4781,1.4331,2.0405,2.1265,1.9889,2.1345,2.1173,1.9175,2.7683,2.1173,2.6691,2.546,2.4534,2.4296,2.2917,2.0634,1.7647,1.8582,1.5947,1.4231,1.4093,1.3021,1.3098,1.1581,1.1367,1.2163,1.0907,1.0723,1.0723
BRN,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6383,0.5872,0.6893,0.6638,0.5872,0.434,0.383,0.2298,0.217,0.2374,0.2451,0.2808,0.2681,0.2553,0.2553,0.2553
BRN,"Meat, goat Emissions (CO2eq) gigagrams",0.2984,0.3018,0.2587,0.1832,0.1509,0.1298,0.1509,0.1798,0.2298,0.1725,0.197,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.2156,0.6159,0.6621,0.7142,0.6935,0.5737,0.6996,0.8442,1.0238,0.8861,0.8125,0.6763,0.7119,0.7869,0.7791,0.6131,0.528,0.6034,0.6657,0.5073,0.5558,0.5704,0.6845,0.7875,1.3713,1.4673,1.3153,1.4768,1.4983,1.5091
BRN,"Meat, buffalo Emissions (CO2eq) gigagrams",24.4352,26.2524,23.7118,19.9169,17.4416,23.015,24.1017,25.6384,26.6035,27.0992,26.7164,26.2524,25.4055,27.0992,23.7118,22.0181,22.0181,22.0181,21.9476,21.9829,20.3244,19.4423,18.5602,18.5602,18.5602,6.5225,6.8895,8.1792,8.8814,5.2409,6.3952,5.9969,5.4133,5.5901,6.2486,6.4255,9.8856,9.8084,9.673,8.5231,9.5961,9.2913,9.9057,7.7572,7.9578,7.7751,7.7505,8.2427,6.8595,6.8348,4.146,3.9855,3.8373,3.9396
BRN,"Milk, whole fresh buffalo Emissions (CO2eq) gigagrams",1.0233,1.0938,0.988,0.7939,0.7234,0.9527,0.988,1.0586,1.1115,1.1291,1.1115,1.0938,1.0586,1.1291,0.988,0.9174,0.9174,0.9174,0.988,0.9527,0.8469,0.8469,0.8469,0.8469,0.8469,0.3529,0.3529,0.3529,0.3529,0.7435,0.7254,0.7074,0.6893,0.6713,0.6532,0.6352,0.6171,0.5991,0.581,0.563,0.5449,0.5268,0.5088,0.4907,0.4931,0.4905,0.4887,0.3758,0.4023,0.4411,0.3529,0.3176,0.3087,0.2947
BRN,"Meat, sheep Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0118,0.0237,0.1479,0.1774,0.0237,0.1774,0.0296,0.0927,0.4929,0.2957,0.3943,0.5915,0.6309,0.69,0.7098,0.7492,0.7492,0.7492,0.7492,0.7492,0.7492,0.7886,0.7886,0.7886,0.7886
BRN,"Meat, chicken Emissions (CO2eq) gigagrams",0.3172,0.3346,0.3374,0.2692,0.4382,0.7395,0.7339,1.0081,0.9917,1.0399,1.5079,0,0,0,0.4578,0.9448,1.0988,0.1623,0.8366,1.3319,5.0654,6.8552,6.3807,4.3329,7.1507,6.2849,8.2745,4.6492,2.3891,6.9217,6.7178,7.9998,9.6272,9.9685,9.8977,9.7645,15.7207,19.1545,27.9575,35.0375,40.5274,35.7658,41.7969,46.7333,42.1215,47.8446,51.9402,52.4854,51.782,54.9827,53.0556,64.0314,72.0062,75.796
BRN,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",0.4499,0.4799,0.5099,0.5699,0.6299,0.8399,0.9599,1.1399,1.2599,1.4398,1.7398,1.8418,1.8058,1.4758,2.3997,2.4717,2.6457,2.8257,2.9996,4.0795,2.3997,2.3997,2.9996,3.9595,3.7196,5.0994,5.0994,5.0994,5.0994,5.4114,5.8973,6.7492,6.8092,5.6993,6.2393,6.3592,5.7593,6.2993,6.5992,7.1991,7.4151,8.699,8.399,9.5029,8.159,9.2989,9.4189,9.5989,9.7788,10.1988,10.1988,10.1988,10.1988,10.7356
BRN,"Meat, pig Emissions (CO2eq) gigagrams",1.4826,1.6454,1.7551,1.4192,2.0743,1.6871,1.3613,1.5781,2.0921,2.6327,2.4548,2.6546,2.8521,2.9618,2.4133,1.9745,2.6327,2.8521,2.6327,2.3036,2.6327,2.6327,2.8521,4.8266,4.3878,4.0521,5.0789,6.1056,7.1302,2.2575,2.0689,0.9675,0.6582,0.4388,0.1975,0.1755,0.2633,0.2413,0.2413,0.2633,0.2633,0.2413,0.2633,0.2194,0.2194,0.2852,0.2852,0.2852,0.2742,0.2633,0.2523,0.2413,0.2688,0.2852
BGR,Cereals excluding rice Emissions (CO2eq) gigagrams,825.2066,779.2028,908.4503,1339.0794,1684.9294,2118.6156,2330.5316,2623.439,2643.1905,2649.5676,2350.9264,2592.9769,2395.1422,2352.2579,2704.5273,2585.7511,2612.4098,2671.2655,2964.8772,3100.1611,3530.6318,3714.4434,3665.7414,3359.1656,3227.1603,3306.18,3187.1721,3675.2426,3483.4668,3166.5609,2781.4781,1595.7384,1426.4424,1699.5865,1152.6176,1165.1047,1386.3072,1209.6217,1039.3969,1198.1222,1475.0836,2130.0248,2088.9999,1904.6769,1519.9116,1254.2625,1414.5091,1739.057,2051.5316,2046.0959,2637.6768,2325.7085,2799.8014,2772.1578
BGR,"Rice, paddy Emissions (CO2eq) gigagrams",125.8098,127.6709,147.4333,203.5025,250.393,312.334,356.6633,410.7291,421.0562,424.4748,375.6746,389.1,376.1522,380.5078,423.3778,394.7317,411.0418,418.8503,455.2862,480.5533,537.1526,552.0536,559.2877,501.5892,498.7248,483.9389,481.6079,547.0644,499.6031,445.043,366.9821,186.6903,158.7078,179.3781,102.5204,143.6564,155.8098,133.4461,101.6574,143.8934,168.9383,263.8606,299.8831,237.3791,187.4515,151.549,208.2583,211.386,274.8968,299.8382,385.1899,328.5862,382.9221,382.1246
BGR,"Meat, cattle Emissions (CO2eq) gigagrams",1682.9338,1907.9331,1957.4677,1805.6157,1651.8809,1706.6104,1565.2939,1535.5994,1409.0136,1292.6774,1296.5139,1456.8019,1573.2838,1557.2894,1698.8754,1834.1448,1943.316,1914.2242,1942.2471,1981.1752,1991.8964,2026.2814,1999.3455,2023.8068,2010.48,1954.8675,1917.6692,1850.436,1833.9391,1781.7807,1607.5887,1500.0381,1010.1864,730.3702,523.8689,477.0111,410.4406,409.0823,455.1189,456.4481,406.9227,502.2226,606.4301,667.3249,551.464,498.9924,506.4288,484.6932,455.6433,484.7897,430.2515,456.6666,432.2035,472.8449
BGR,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",1564.6472,1582.7225,1504.0898,1490.3294,1680.9548,1521.0144,1556.9871,1540.2285,1551.0144,1617.8855,1680.1927,1716.6042,1711.3166,1776.2216,1841.5091,1924.7237,1940.7913,2030.9839,2063.5817,2072.2857,2081.0579,2058.3177,2030.3136,1976.5415,1919.2255,1874.5102,1854.0714,1875.3198,1796.9422,1769.1723,1702.3219,1443.1884,1242.4058,1035.8255,1039.5384,1096.5816,1057.6612,1147.8479,1249.7842,1278.1205,1234.5737,1063.6072,1062.2104,1073.0882,1093.4707,1031.2971,1038.3848,996.0421,933.1774,880.0607,913.8922,909.9717,856.3122,936.834
BGR,"Meat, goat Emissions (CO2eq) gigagrams",9.0832,10.5456,7.1871,13.6101,23.3969,24.3823,20.1312,15.2784,18.1194,16.2851,17.7999,16.142,14.3881,10.2398,10.335,18.7861,11.0331,9.1365,12.7491,17.7624,18.8095,19.4663,19.7522,25.3029,20.0927,19.7765,17.7763,13.6264,16.3068,3.7259,26.5143,18.8069,20.8472,22.4222,33.2292,52.1702,31.555,37.4013,47.3403,46.5553,40.2014,28.6701,31.8747,31.3368,32.9631,24.2074,23.2597,21.1119,17.624,13.6243,18.4867,16.1734,13.5952,10.5652
BGR,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",49.1139,51.9199,60.2605,69.6938,76.1939,78.471,76.4406,75.4249,70.7232,66.397,61.3187,59.0413,56.7991,57.2585,60.2617,56.9075,61.7031,67.8395,75.4962,84.4188,91.4996,96.2712,98.8489,94.0606,91.7296,88.8315,86.3933,87.5039,86.5439,98.4865,91.0832,111.6931,123.4619,137.2821,154.5719,144.5764,168.8315,190.6965,199.9988,200.471,188.8786,130.7651,146.2548,139.9052,136.5831,119.4409,106.3762,95.871,83.859,71.5651,65.6431,64.4215,55.7324,57.7399
BGR,"Meat, buffalo Emissions (CO2eq) gigagrams",160.8489,198.1489,180.9845,135.1279,129.8823,126.4074,98.5639,90.6698,83.5681,65.9939,62.5787,64.6602,64.2316,58.1169,59.4846,64.9386,63.0859,59.9491,53.3801,52.6202,48.2028,45.3563,40.9849,36.8441,34.3698,30.1163,27.3278,23.0384,22.5176,19.526,23.7436,20.8271,18.6654,12.9467,11.1401,11.4253,8.1024,7.2537,7.1188,6.6919,5.0202,4.9946,6.0823,5.763,6.6885,5.8928,5.8416,6.5143,6.6783,5.6589,6.4836,6.0584,5.9287,6.5058
BGR,"Milk, whole fresh buffalo Emissions (CO2eq) gigagrams",163.4581,145.1735,121.7628,115.2382,105.2558,89.7614,84.8248,77.8785,68.7003,66.028,64.2812,61.865,57.0104,56.2744,55.786,52.1814,48.5682,44.1951,41.5399,36.3369,32.9542,29.7543,27.0136,24.5804,21.5289,19.4508,17.6357,18.4502,17.5879,19.8265,19.8282,22.142,19.0871,16.5104,12.1954,11.9803,11.4287,10.7662,10.5801,9.1491,8.2817,6.1523,6.7056,7.684,6.9259,8.1058,8.2407,8.7991,9.0689,8.5327,9.296,10.8242,9.8014,10.5083
BGR,"Meat, sheep Emissions (CO2eq) gigagrams",1049.9333,1161.0923,1022.56,1046.3127,1104.6789,1095.8699,1060.0182,1143.373,1089.4482,951.9291,1075.7292,1211.7174,1162.9064,1121.7388,1085.2278,1200.6026,1071.6152,1193.0602,1165.0903,1249.5639,1167.3651,1222.2865,1249.2639,1363.0371,1356.5682,1197.9281,1230.0367,1054.0734,1055.6316,931.5668,959.1775,765.404,475.4996,295.815,309.7883,364.291,298.9009,225.4056,221.0017,187.2352,164.5273,78.7257,102.3668,93.7216,100.022,111.2956,129.6606,118.2738,108.7008,96.3428,104.328,104.8165,106.0952,89.672
BGR,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",1685.1295,1816.8111,1939.3285,1974.4812,1955.0154,1926.3284,1870.0277,1759.4059,1739.199,1751.0418,1760.5629,1756.164,1744.5847,1740.1837,1784.2799,1734.1682,1778.0047,1779.6579,1796.2967,1838.0836,1890.0887,1920.9981,1904.5351,1854.3261,1720.8176,1651.7668,1572.6408,1550.0709,1467.37,1451.1491,1367.1968,1199.1264,935.408,807.0539,685.9356,627.1612,586.0411,609.1084,591.8761,559.7561,505.5388,381.8011,404.1559,374.7608,395.9943,358.2708,349.6225,329.0598,323.5261,314.0234,296.5825,321.4823,292.9274,311.7047
BGR,"Meat, chicken Emissions (CO2eq) gigagrams",20.8428,22.0567,19.4648,18.1259,11.2319,5.2921,17.7471,28.0371,26.4856,42.3556,52.2883,51.9523,57.9107,64.947,58.6097,68.5535,75.1374,82.8352,79.4815,82.9442,88.1883,84.2758,89.5667,93.9529,90.8188,81.0502,83.2566,89.6126,89.9141,80.1226,60.6502,39.315,37.8148,28.9738,23.6295,25.7073,23.5541,19.3768,21.0103,19.0701,19.5334,25.5763,37.2384,37.2384,37.3911,36.849,37.0055,34.6922,33.0125,34.7762,32.669,30.3098,32.3598,27.2802
BGR,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",211.0171,198.6309,185.4274,198.0776,215.9716,221.4666,211.1842,222.7004,197.883,204.1294,218.2744,222.687,213.9807,217.6251,218.0477,225.4942,221.8955,217.8609,220.186,219.2546,210.9463,209.8475,221.5672,210.9793,212.199,210.1493,209.4451,210.7152,212.7272,176.5999,139.7055,133.393,114.6315,119.7243,146.2696,133.4773,112.6287,107.1877,111.8667,104.4256,99.1268,113.1728,112.9339,112.9339,92.6005,94.9646,103.9304,92.2736,89.4945,86.6652,69.224,65.5145,67.4007,56.8208
BGR,"Meat, pig Emissions (CO2eq) gigagrams",495.2248,452.1215,400.7283,406.675,505.7081,466.9494,441.3881,448.7871,415.0493,381.4019,459.4896,544.2302,503.9756,471.5064,663.7841,754.1968,670.3312,659.1986,731.627,742.8855,738.4833,745.4842,738.9059,730.9608,724.1929,758.6497,785.5418,782.4082,798.8434,844.0649,811.9809,609.2709,519.7281,401.7338,385.2171,415.0522,291.0088,286.9925,333.8827,293.3164,221.7996,152.3364,193.2662,200.2133,180.6442,182.8921,196.4032,172.3446,151.9877,141.5434,128.782,117.9724,102.9761,113.735
BFA,Cereals excluding rice Emissions (CO2eq) gigagrams,107.9673,125.7962,121.6554,127.4855,125.5334,130.445,155.1546,130.5131,133.7242,130.905,120.4627,119.9316,117.1558,145.6875,150.9575,130.4363,137.6795,148.9083,145.427,128.7144,157.1315,151.8294,150.1637,139.9272,177.4686,217.5479,202.1904,242.9074,231.4178,200.277,257.947,260.1251,248.3032,248.7304,254.9948,260.0339,277.4848,296.7599,296.641,242.3239,286.2111,295.3839,402.3512,354.242,414.9608,394.6302,368.7835,476.9649,412.7297,530.8528,427.447,501.2079,566.5629,508.5375
BFA,"Rice, paddy Emissions (CO2eq) gigagrams",291.5815,362.3941,177.9574,189.154,179.0216,187.352,195.1307,249.9577,218.438,219.405,217.8228,220.2685,211.7357,178.0832,224.913,247.1355,175.6388,194.2641,219.9825,200.4701,218.3057,141.0899,122.5385,120.0297,157.1788,131.1155,112.2767,128.6423,120.8995,136.5365,109.8619,146.2916,146.6914,183.6919,251.9767,270.3857,337.8612,269.9723,227.9057,232.261,321.2134,259.0248,291.7305,303.001,327.4579,277.2062,248.1638,475.1685,538.9824,779.5855,779.0264,784.2368,818.3684,847.9983
BFA,"Meat, cattle Emissions (CO2eq) gigagrams",1701.5598,1738.9941,1738.9941,1889.8657,2173.459,2212.0277,2268.7464,2291.4338,2362.8994,2410.543,2458.1867,2268.7464,2173.459,2301.6432,2362.8994,2410.543,2457.0523,2504.696,2553.4741,2605.6552,2660.1051,2713.4207,2767.8706,2822.3205,3474.5851,3549.4537,3563.0662,3612.9786,3664.0254,3985.526,4175.4905,4386.9149,4608.686,4841.1214,5084.7632,5340.1968,5607.7058,5888.1864,6182.1218,4700.1562,4794.1617,4890.0469,7162.109,7305.3304,7451.4162,7600.4252,7752.4085,7907.4342,8065.5601,8226.8487,8391.3646,8559.1713,8730.3822,8904.9089
BFA,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",493.2333,504.7421,504.7421,549.1331,631.3386,641.2033,657.6444,665.865,685.5943,698.7472,713.5442,657.6444,631.3386,667.5091,685.5943,698.7472,713.5442,731.6294,748.0705,761.2234,772.7322,787.5292,802.3262,818.7673,826.9879,835.2084,937.1433,986.4666,1035.79,866.0947,900.8726,919.0252,937.334,956.0473,975.119,994.4767,1014.5201,1034.7969,1055.4996,1076.6099,1098.1429,1120.1065,1640.5417,1673.3483,1706.8092,1740.941,1775.755,1811.2645,1847.4843,1884.4291,1922.1138,1960.5498,1999.7569,2039.7335
BFA,"Meat, goat Emissions (CO2eq) gigagrams",310.9119,329.2009,347.4898,365.7787,402.3566,402.3566,402.3566,411.6087,438.9345,452.2747,465.83,466.4755,438.9345,420.6455,438.9345,452.2747,467.5513,517.6845,601.3833,641.6189,724.8874,808.1558,891.4243,974.4776,1067.2133,1060.328,1104.2215,1150.2666,1166.1887,1224.074,1264.4692,1306.1974,1349.3027,1393.8304,1439.8276,1485.6936,1536.4257,1587.1286,1639.5047,1693.6089,1749.4992,1807.2079,1866.8734,1922.8754,1980.5567,2039.9702,2101.165,2164.1957,2229.117,2295.9863,2364.8615,2435.803,2508.8833,2584.6731
BFA,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",54.8668,58.0943,61.3217,64.5492,71.0041,71.0041,71.0041,72.5103,77.459,79.6107,81.9775,82.1926,77.459,74.2316,77.459,79.6107,82.4078,84.7746,87.1414,89.9385,92.7357,95.5328,98.3299,101.3422,104.3545,158.1455,162.8791,167.6127,204.4058,191.7507,198.0786,204.6153,211.3676,218.3429,225.5482,234.6407,240.6804,248.623,256.8276,265.3034,274.0583,283.1281,292.4448,301.2175,310.2533,319.5602,329.1464,339.0201,349.19,359.6651,370.4545,381.5673,393.0135,404.1695
