code3,typeName,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
PRT,"Meat, chicken Emissions (CO2eq) gigagrams",20.3341,21.8687,23.0197,24.938,26.089,32.0933,33.7238,35.0123,36.678,38.7498,40.8599,42.9317,44.8769,45.4255,46.3463,46.8067,49.876,47.9577,49.1087,52.9453,48.725,44.1211,49.1087,39.5171,32.6112,42.2028,45.3795,49.3389,46.0394,53.7126,53.7126,57.5492,70.375,77.8104,80.5267,84.7585,112.2708,120.0285,111.2887,115.6164,115.1637,116.2379,113.9743,113.9474,113.9474,117.0167,118.935,122.1962,125.9944,128.5266,129.9461,137.3508,140.9956,147.5535
PRT,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",33.0677,33.0677,34.101,34.101,35.1344,35.1344,36.1678,36.1678,36.1678,36.1678,36.1678,36.1678,36.1678,39.2679,41.3346,41.3346,46.5014,49.6015,53.735,53.735,54.7683,56.835,53.735,48.5681,62.0019,62.0019,63.7793,63.4486,62.0019,62.0019,72.3355,72.3355,68.7911,59.0981,51.7819,50.7175,48.9505,48.7231,51.5959,50.2732,51.4926,48.5991,54.696,54.7683,54.7683,56.835,62.0019,63.5519,63.6553,67.1687,63.3452,64.0686,64.5853,67.5892
PRT,"Meat, pig Emissions (CO2eq) gigagrams",477.2034,487.2037,496.8915,507.5169,489.0788,523.8612,565.8313,497.8453,555.6435,571.4565,593.551,639.2557,648.6128,681.9602,572.8941,525.955,662.5221,709.3986,937.5312,1093.7864,1125.0375,1093.7864,1121.9124,937.5312,977.22,966.2822,766.9005,767.213,723.4616,818.1522,835.9653,808.7769,804.4018,840.653,763.7754,759.4003,742.2122,748.1499,745.3373,734.3995,730.6493,746.5874,729.3993,702.8359,610.9578,599.0824,618.1456,610.9578,607.8327,599.0824,620.3332,620.0206,629.396,664.3971
PRI,Cereals excluding rice Emissions (CO2eq) gigagrams,2.2689,1.3436,1.3436,1.7763,1.5726,1.294,1.0658,0.4262,0.4868,0.2222,0.1717,0.1697,0.0788,0.0699,0.0699,0.035,0.035,0.0334,0.0319,0.0217,0.0079,0.0056,0.0065,0.0065,0.0212,0.0215,0.0985,0.0428,0.0877,0.0758,0.0673,0.065,0.0446,0.0649,0.0749,0.0821,0.0862,0.1011,0.0726,0.047,0.0474,0.0458,0.0515,0.0546,0.0551,0.0502,0.0545,0.0479,0.0603,0.0609,0.0592,0.0603,0.0618,0.0618
PRI,"Rice, paddy Emissions (CO2eq) gigagrams",2.1892,2.1892,2.3401,2.4361,2.5731,2.6737,2.9251,3.172,3.3136,3.4096,3.4096,3.4096,3.4096,3.4096,3.3275,3.3275,3.3552,3.3552,3.2823,3.2823,3.2644,3.2644,3.1667,2.9636,8.0014,8.0201,3.0595,2.4945,0.2357,,,,,,,,,,,,,,,,,,,,,,,,,
PRI,"Meat, cattle Emissions (CO2eq) gigagrams",473.972,504.0991,510.9389,524.0174,523.6602,537.6302,537.0392,533.944,550.5301,562.9777,578.2499,584.3067,602.3035,603.8244,605.0915,610.3236,626.5574,596.5272,551.9726,506.2076,525.0558,590.4987,628.9214,654.4959,819.9613,841.3855,713.3461,779.2865,817.8878,841.5992,851.8096,569.375,568.9977,569.0812,463.6029,468.1839,496.6883,472.8668,483.9236,494.5598,503.7385,514.7102,552.9876,495.4045,480.9587,482.4745,484.144,481.9052,470.1839,470.1839,470.1839,467.4494,467.4494,467.4494
PRI,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",364.1864,364.7172,381.6925,386.2363,359.414,362.8376,353.0912,371.665,371.8014,379.236,385.2189,394.3904,405.3408,376.5781,384.7448,409.2092,410.256,429.7402,405.5108,368.7344,365.2123,382.0785,418.6995,421.3407,206.9593,200.3912,194.4838,193.8314,200.6954,203.8336,185.3291,184.4941,184.5025,184.0326,188.8785,189.0233,190.4644,217.614,196.4159,201.5345,198.478,193.0049,188.0016,191.9224,186.3528,186.7031,188.8009,191.614,206.3426,206.3426,206.3426,209.7788,209.7788,209.7788
PRI,"Meat, goat Emissions (CO2eq) gigagrams",3.4128,3.4128,3.5195,3.5195,3.6261,4.266,4.266,4.4366,4.266,4.4366,4.4793,4.394,4.6499,4.6499,5.0339,5.5458,5.5458,5.5458,5.5458,5.3325,5.0126,3.5195,3.7328,3.6261,3.3915,3.2848,3.0715,3.0289,4.0314,4.4793,4.586,4.9059,4.5006,4.394,3.8127,1.7919,2.7729,1.9532,1.9197,1.9197,1.9197,1.9197,1.049,0.6252,0.6685,0.6826,0.6826,0.7039,0.7039,0.7039,0.7039,0.7039,0.7039,0.7039
PRI,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
PRI,"Meat, sheep Emissions (CO2eq) gigagrams",0.7273,0.7368,0.7464,0.756,0.7655,0.7751,0.7847,0.8229,0.8612,0.8995,0.9569,0.9952,1.0335,1.0526,1.0526,1.0717,1.0717,1.0717,1.0717,1.0909,1.1292,1.1292,1.1674,1.1483,1.1866,1.244,1.3014,1.3397,1.378,1.378,2.2966,2.2966,2.3913,2.5837,2.8707,2.9664,3.0621,3.131,3.0621,3.0621,3.0621,3.0621,1.0911,1.0275,1.1716,1.1716,1.1866,1.2057,1.2057,1.2057,1.2057,1.2057,1.2057,1.2057
PRI,"Meat, chicken Emissions (CO2eq) gigagrams",9.9237,10.6616,10.2209,9.9042,8.9227,9.5798,9.0505,9.4694,10.4632,10.6227,11.4043,12.0965,11.6662,11.4571,12.9736,14.7141,14.2013,15.3505,19.326,20.8068,20.1816,19.0109,18.2797,20.2309,24.9565,26.2518,30.5971,38.3519,36.8519,40.4828,45.3337,45.0412,46.1902,47.3392,46.0941,46.1025,43.2989,46.7418,47.264,42.4591,43.934,42.6931,42.3379,35.728,46.5997,46.0189,49.7208,50.4896,50.3852,53.6901,55.7792,56.1971,56.1971,56.1971
PRI,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",5.1799,5.9027,8.312,7.6494,7.6494,7.9868,8.1401,8.2457,8.4625,8.6494,9.9017,10.0448,10.1142,9.9333,11.2271,12.1823,12.7174,12.6926,12.9953,13.0594,13.004,10.9561,10.2334,9.6069,9.2335,9.1733,10.0045,10.7574,9.2335,8.0229,9.0347,9.9382,9.8178,8.8541,9.1552,8.4324,7.7097,7.8301,4.5174,4.6318,4.6981,6.0232,6.0653,6.1858,7.3663,8.9504,6.6255,6.7219,6.8724,6.9266,6.9266,6.9266,6.9266,6.9266
PRI,"Meat, pig Emissions (CO2eq) gigagrams",37.688,37.9,37.68,35.5307,37.3033,40.7026,41.5532,42.3217,44.706,44.0581,45.6816,48.5255,51.5915,51.5067,56.252,62.1105,76.6259,64.4323,53.5139,48.9291,53.1174,49.8085,47.2197,46.7642,48.6443,47.5734,45.8792,44.8707,45.8817,46.8995,48.3159,45.378,44.7689,45.2819,47.1804,42.0322,40.3027,26.4751,32.3648,30.3004,25.8967,23.6215,11.5317,11.5317,11.227,11.227,11.5317,11.5317,11.5317,11.5317,11.5317,11.5317,11.5317,11.5317
QAT,Cereals excluding rice Emissions (CO2eq) gigagrams,,,,,,,,,,,0.0121,0.0158,0.0154,0.0175,0.7603,1.1448,1.1418,1.5709,2.2657,3.0144,3.1692,2.3249,2.4301,2.3156,2.0419,1.9995,2.0773,2.4623,4.5049,5.3554,5.8409,5.8413,7.8079,22.5175,22.5398,4.7127,4.7277,4.1158,3.3776,2.262,3.703,0.3787,0.4588,183.1409,27.6363,0.4089,261.0418,0.1777,141.5802,303.5074,530.1279,577.8541,356.3042,321.9752
QAT,"Meat, cattle Emissions (CO2eq) gigagrams",3.029,3.1501,3.1501,3.2713,3.1501,3.2713,3.2713,3.2107,3.1501,3.1501,3.029,3.2907,3.2713,3.5136,4.604,5.6944,7.8668,4.707,4.6646,9.1353,8.9718,1.7204,1.8307,2.0997,2.0694,3.287,4.5701,4.6234,4.8475,5.022,3.6311,5.5224,6.4226,7.7832,8.5235,8.4762,8.5174,8.5295,9.0251,9.0433,5.0353,2.8775,3.0992,2.703,3.9558,4.7385,3.8771,3.5136,7.404,7.5385,6.0131,6.6019,7.0272,7.666
QAT,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",2.6846,2.8636,3.0426,3.2215,3.4005,3.5795,3.9374,4.2059,4.4744,4.8323,5.1903,5.1903,5.5482,5.5482,5.7272,5.9062,6.0851,6.2641,6.4431,4.1701,4.2954,5.1008,6.2641,7.4274,7.8749,8.9487,10.1121,10.2016,10.4163,10.649,11.1859,11.2754,11.3649,11.7228,11.8123,11.9108,12.2043,12.4369,13.024,13.1851,9.8705,13.4231,13.4499,14.3949,5.9062,6.2641,6.801,7.338,8.9487,9.3067,9.1277,9.3067,9.3067,10.1527
QAT,"Meat, goat Emissions (CO2eq) gigagrams",3.0995,3.2064,3.3132,3.4201,3.4201,3.6339,3.7408,3.8476,3.9545,3.9545,4.1683,4.4494,4.7027,4.382,4.1683,3.8476,3.4201,3.4447,6.9495,6.9495,5.1263,-1.6453,-1.4339,-0.8944,10.162,8.5503,12.0839,11.8413,11.9743,13.357,13.9622,16.774,19.7234,21.2849,22.9729,23.5402,23.7589,23.947,24.2621,24.4183,19.086,17.2709,17.4723,17.9704,19.1841,14.6139,16.4166,15.5546,20.1408,21.9144,26.0484,31.5807,35.7898,38.231
QAT,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",3.4201,3.527,3.6339,3.7408,3.8476,3.9545,4.0614,4.1683,4.2751,4.4889,4.4889,4.5958,4.7027,4.8095,4.8095,4.9164,4.9164,4.9164,4.9164,4.9164,4.9164,4.9164,5.1302,5.1302,5.3439,5.9852,6.4127,6.8402,7.2677,7.5134,7.8537,9.4344,10.6879,12.3979,12.9223,13.2412,13.3643,13.4703,13.6473,13.7352,10.736,12.8254,13.226,13.3418,13.4614,13.5711,13.2529,14.1149,15.2623,14.771,14.5672,14.4365,14.4431,13.0707
QAT,"Meat, sheep Emissions (CO2eq) gigagrams",1.9989,2.0566,2.1335,2.2104,2.1911,2.3449,2.614,2.6909,2.6909,2.787,2.8831,2.9561,3.0176,2.787,2.8831,2.9792,3.0945,2.4629,5.1732,4.4044,4.5924,2.4093,2.9876,3.4405,6.2776,15.8939,15.8216,15.4781,16.5691,16.3802,15.3903,17.8913,21.2387,22.9348,24.1751,25.162,25.5582,25.9916,26.6687,27.033,18.8761,15.8589,16.2336,16.7186,7.5376,11.8734,13.4928,13.5453,23.0334,26.2534,31.9358,44.8598,48.6562,51.7994
QAT,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",3.0753,3.1714,3.2675,3.3636,3.4597,3.5558,3.6519,3.6519,3.6519,3.748,3.8441,4.0363,4.2285,4.3246,4.3246,4.3246,4.3246,4.4207,4.4207,4.4207,4.4207,4.9973,5.3818,6.1506,6.7272,6.9194,7.496,8.0726,7.6882,8.6049,8.0847,9.3985,10.5713,12.0482,12.6998,13.218,13.4261,13.6539,14.0097,14.2011,9.9159,13.4544,13.6657,13.7787,13.903,14.0167,14.4154,14.363,15.3765,14.841,14.4598,14.4192,11.312,8.361
QAT,"Milk, whole fresh camel Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8394,14.9527,18.1191,21.1201,21.5083,22.9082,24.1809,24.8172,24.9445,25.199,25.4536,25.6445,19.0902,14.4013,11.9697,10.1609,8.6542,8.9088,9.1845,9.2966,9.5081,9.6729,9.7996,9.9269,10.1262,48.1424
QAT,"Meat, chicken Emissions (CO2eq) gigagrams",0.0867,0.0867,0.0906,0.0946,0.0946,0.0985,0.1182,0.1576,0.197,0.2365,0.2759,0.3153,0.3547,0.3941,0.5911,0.7882,1.064,1.2192,1.4187,2.4162,2.5714,3.5955,4.4246,5.5551,5.3423,3.7551,6.3709,7.3861,11.4383,10.5605,13.6329,14.2669,12.6221,14.4974,15.3309,16.293,14.5418,13.0388,14.3955,17.5432,16.5191,18.4299,18.1994,18.7979,19.5072,20.3496,22.1895,25.7008,28.7953,30.9278,33.8938,36.0973,36.5317,36.5317
QAT,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,0.1921,0.1601,0.1921,0.1921,0.2561,0.2561,0.3842,0.3842,0.6404,0.7684,0.7684,0.7684,1.5369,1.6009,1.7226,1.9147,1.5369,1.3448,1.1399,1.3576,1.8187,1.332,1.3256,1.6137,1.5177,2.1132,1.4729,1.665,1.6009,1.3448,1.2487,1.3,1.9531,2.0748,2.2733,2.2925,2.3053,2.3053
KOR,Cereals excluding rice Emissions (CO2eq) gigagrams,233.8434,221.2961,189.3886,229.2606,261.7768,288.936,294.8084,313.8856,324.0761,328.1223,312.3478,325.2523,319.2935,326.8964,363.4941,327.8383,245.0355,317.8629,324.0977,264.8555,260.2373,206.2121,236.8698,242.1958,225.3437,215.128,226.9905,233.1524,246.2493,236.8918,214.7391,217.1635,214.0566,205.1106,210.4651,203.0409,212.7255,191.8325,187.8174,173.5485,169.943,161.95,147.8876,168.904,180.1076,128.7881,147.051,125.3806,101.2159,93.7365,95.8984,125.0546,99.8558,107.8206
KOR,"Rice, paddy Emissions (CO2eq) gigagrams",5936.4682,5914.5456,6032.2209,6158.823,6360.7146,6502.274,6599.4784,6211.6096,6673.994,6679.4342,6601.914,6670.2135,6745.5117,6959.3514,7088.534,6830.7835,7020.4438,7220.8883,7160.2822,7049.3543,7052.1544,6572.8297,6925.3816,7043.2029,7128.5699,7149.8458,7293.0687,7343.1111,7439.5325,7364.8958,7097.5234,6897.3505,6735.7065,6600.8593,6368.2565,6315.1849,6470.1494,6320.7442,6317.3191,6309.0427,6270.9932,6071.8042,5798.8182,5895.5309,5865.8921,5456.9563,5529.6532,5344.65,5138.5619,4901.9959,4735.9625,4921.6574,4687.5846,4650.0511
KOR,"Meat, cattle Emissions (CO2eq) gigagrams",1679.4415,1921.7766,2091.6719,2073.8515,2018.2149,1978.9634,1912.7507,1841.7034,1859.8179,1966.6057,1934.2783,2074.1839,2323.2563,2787.2185,2444.8144,2302.5161,2384.233,2621.5389,2563.1112,2328.0281,2135.6156,2480.9302,3148.3038,3761.9971,4155.9506,3919.1977,3247.4521,2700.7267,2685.1213,2809.4752,3025.0498,3408.8776,3820.2394,4026.8678,4334.4613,4716.6759,4593.7268,4045.7361,3340.2996,2877.903,2598.0551,2606.5984,2693.055,2951.1609,3172.3652,3467.2731,3702.5309,4050.5247,4369.4786,4821.4431,4844.3632,5008.828,4804.1941,4585.4408
KOR,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",1.9046,2.7511,5.079,6.3487,7.265,11.5483,13.7872,17.5055,23.3463,27.2825,36.5198,43.0484,61.322,82.2918,96.0811,106.1629,129.7864,160.5013,188.1436,241.9636,236.6391,284.3474,338.2119,415.2152,488.0453,526.7935,564.073,584.4672,631.5195,617.0995,622.1848,638.9178,677.1941,668.7292,672.9616,668.7292,594.8917,594.6251,647.5245,539.7512,546.0724,533.8257,510.0118,500.512,480.6195,465.9307,501.5469,490.9657,480.3845,431.7112,404.2002,442.2924,435.9437,416.0935
KOR,"Meat, goat Emissions (CO2eq) gigagrams",36.6021,49.7886,45.3039,35.5987,28.0436,25.6661,21.2067,17.3347,15.8571,21.0288,20.4743,24.3617,31.1604,40.5008,40.1405,37.4151,34.8343,39.3009,36.3517,32.3115,31.9675,41.2504,56.6243,63.3373,52.2735,36.0647,27.7214,23.1682,26.5575,35.6791,59.1533,86.632,97.5979,105.6136,119.1695,118.1142,105.5505,94.1689,85.0674,77.1696,76.8674,77.024,83.824,92.0304,91.3952,79.4828,59.1723,40.36,37.2921,36.3675,37.0975,39.8315,39.2353,41.3695
KOR,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",12.7965,17.0619,15.7823,12.3699,9.8106,8.7442,7.2513,5.9717,5.3319,7.038,6.8248,8.1044,10.2372,13.4363,13.223,12.1566,11.3035,12.7965,11.7301,10.4504,10.0239,12.3699,17.915,18.7681,15.569,10.2372,7.6779,6.3982,7.038,9.3841,14.7159,20.261,21.3274,23.0336,26.0194,25.8062,23.2469,20.6876,13.4363,17.7018,17.0619,17.7018,19.1947,20.261,20.0478,20.1544,20.261,16.4221,15.9956,15.569,15.7823,15.0358,16.216,15.1482
KOR,"Meat, sheep Emissions (CO2eq) gigagrams",0.276,0.2858,0.23,0.2034,0.2007,0.3193,0.3129,0.4285,0.4808,0.4291,0.5828,0.704,0.7315,0.8938,1.1311,1.3283,1.3603,1.5409,1.5958,1.2158,0.7822,0.8352,1.2,0.9072,0.9558,0.836,0.6361,0.6478,0.6651,0.6291,0.657,0.7744,0.3815,0.2959,0.3179,0.3168,0.2838,0.2423,0.2122,0.1617,0.1578,0.1543,0.1857,0.2062,0.2345,0.2551,0.3511,0.5795,0.6273,0.7642,0.583,0.592,0.6027,0.6047
KOR,"Meat, chicken Emissions (CO2eq) gigagrams",21.1569,33.8301,26.7931,22.1151,28.4322,36.3524,65.4054,44.8905,16.8012,42.8774,37.6922,28.7365,15.0737,49.5291,58.2318,61.5466,71.837,86.9525,79.8069,70.0702,83.3678,99.8841,72.0843,65.1442,79.3643,83.3718,74.345,83.2018,92.4303,126.601,113.6615,98.1293,103.7257,124.7316,136.6871,125.281,140.5484,141.5878,168.5735,203.424,207.8584,203.5465,200.2504,218.6242,227.7578,244.8115,250.064,239.5709,299.5812,345.8536,344.1818,337.882,341.9172,353.3787
KOR,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",33.9531,25.9778,29.6859,27.1308,39.4482,45.6254,54.5289,65.3765,111.3043,87.1521,86.8393,91.4708,86.8393,66.0384,67.1037,84.8206,92.7651,108.5608,121.1583,129.6837,126.8144,123.4219,167.8894,173.6787,179.468,202.6251,234.5415,216.6063,221.7414,245.6396,266.8631,280.7516,270.3656,283.7273,296.4985,296.0064,305.0319,289.5976,300.661,295.6938,288.3066,290.5702,279.9179,297.6795,301.0431,331.3674,324.7386,342.5349,364.5342,357.1471,361.3964,355.1382,375.2849,387.8649
KOR,"Meat, pig Emissions (CO2eq) gigagrams",145.395,193.5931,174.8523,145.3751,170.8248,150.0763,161.6062,154.9844,130.391,154.2915,144.4637,184.6522,210.5451,144.4109,226.0944,171.5877,170.9058,199.0849,329.2094,206.5154,212.0712,252.7692,422.5172,342.5064,330.3253,387.595,495.7311,561.8171,555.9191,524.2974,584.279,632.5252,686.3448,689.5782,748.1182,754.5758,821.6448,873.5187,910.5315,951.1406,1009.6703,1039.1448,1068.8191,1031.5088,1037.7087,1086.3449,1112.2578,1052.2326,1109.8345,1144.0769,946.1165,1148.1647,1147.7326,1168.3527
MDA,Cereals excluding rice Emissions (CO2eq) gigagrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0319,504.8731,404.2828,473.6162,430.3819,310.0602,229.8762,196.2572,196.7153,358.0196,283.1675,202.6754,301.1081,291.4179,242.4435,190.953,334.8984,246.8918,263.6718,282.6698,252.0052,364.9302,454.6563
MDA,"Meat, cattle Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.729,1033.8575,919.8501,786.9933,629.5076,529.5646,466.9945,314.0974,306.5427,300.2789,242.2847,237.4758,212.3863,181.7704,170.0186,168.3471,114.5791,104.5771,110.0288,112.0699,108.4319,103.4245,102.1804
MDA,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.0806,1192.1233,1213.9272,1180.9671,1125.8987,1051.1021,870.882,826.4404,752.868,677.4003,803.6254,825.6096,757.5369,682.3412,641.9417,611.0337,499.0872,473.9215,476.6299,456.547,426.7478,397.4011,392.6206
MDA,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7411,11.3327,14.402,17.7074,16.9991,17.7074,17.2352,17.2352,18.1526,19.8592,21.1733,23.1372,21.7789,21.9309,21.9241,20.4159,18.8347,19.5657,20.9457,21.5152,22.528,23.8022,24.9721
MDA,"Meat, sheep Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4409,75.9908,80.0744,83.1976,76.1972,73.2665,57.1479,60.0785,49.5073,43.8734,41.7824,44.578,44.6527,44.6149,43.4922,49.9654,42.7123,39.1299,42.1115,39.944,35.352,39.6978,42.896
MDA,"Milk, whole fresh sheep Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.7558,303.3233,320.3211,330.2854,305.0817,292.4799,269.6207,240.6072,223.1111,199.2849,202.8896,198.6668,194.8197,196.533,196.3284,194.7673,178.231,184.1621,193.4394,190.9583,172.6921,164.0123,166.2066
MDA,"Meat, chicken Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0884,56.3748,47.6559,47.6292,49.1371,34.5051,35.0364,36.4291,38.8798,40.2426,43.2011,45.8618,49.1294,54.0157,71.69,74.0568,55.2754,57.7185,73.0643,117.193,90.5478,113.7574,111.1053
MDA,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1794,28.9219,25.1495,23.7034,22.8106,29.5507,30.1794,31.4369,29.5507,30.9339,34.7063,36.2907,35.5866,41.1195,41.7482,37.7243,32.3171,38.9817,40.2392,41.4967,35.2093,35.2093,34.3885
MDA,"Meat, pig Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.463,287.1831,224.8967,204.9306,195.8945,183.4397,154.0736,155.792,131.7928,86.3131,86.6708,98.1485,86.0831,76.8433,88.9453,102.6806,57.6666,54.7357,72.8166,92.3907,84.6883,79.2378,81.0914
REU,Cereals excluding rice Emissions (CO2eq) gigagrams,11.3641,12.0032,14.1917,18.5687,22.9457,23.1309,19.5379,19.883,21.2223,18.1228,22.2266,18.3095,27.5253,22.325,21.8965,18.7871,25.7541,27.3704,23.3046,8.4484,24.0216,16.0904,28.4758,21.3903,23.0863,24.7641,21.8111,23.6256,25.7342,16.4697,22.703,23.7279,24.5076,14.1532,16.2868,16.2609,9.4296,9.8662,9.9116,9.4731,10.7612,0.6925,0.7507,0.7541,0.7046,0.8637,1.1437,0.8133,0.6533,0.7494,0.8204,0.8874,0.8963,0.876
REU,"Rice, paddy Emissions (CO2eq) gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,0.9903,0.894,0.9512,1.0279,0.7078,0.9224,0.9519,0.9824,0.6402,0.6818,0.6783,0.457,0.4842,0.4649,0.465,0.4995,0.1641,0.1956,0.2035,0.2119,0.2045,0.1664,0.1938,0.2065,0.2241,0.2287,0.2444,0.2444,0.2444
REU,"Meat, cattle Emissions (CO2eq) gigagrams",30.6281,30.6281,21.8934,20.9859,20.9859,22.9143,21.5531,20.4187,18.6037,18.0365,15.8812,12.9886,12.9772,11.1736,12.1718,15.2687,15.8812,16.6299,13.2154,12.342,11.5933,10.6631,10.6064,9.1317,8.9729,9.8804,10.6518,10.1073,8.9615,10.0959,10.7765,11.5706,15.9833,13.794,14.4519,13.5671,11.0034,9.075,6.1426,6.4569,7.4744,7.8147,9.9598,9.5219,10.2774,10.3137,7.6513,11.1441,9.1079,2.4525,3.4031,4.1303,4.5375,4.6131
REU,"Milk, whole fresh cow Emissions (CO2eq) gigagrams",21.3734,21.3734,21.3734,21.8667,22.1955,19.4005,18.0852,16.4411,15.7835,14.9614,14.797,12.9063,12.9227,12.9556,15.2902,15.6191,15.6191,14.5339,15.0436,15.5368,15.8986,16.4082,16.4082,17.7564,18.0852,16.7535,15.6191,16.4411,16.7699,18.414,19.8937,21.0446,18.4962,22.6887,21.7351,23.0176,27.9499,31.2381,35.3484,36.1704,38.6366,38.9654,38.6366,42.0892,44.6376,44.8513,44.391,41.1028,41.3083,41.9248,41.9248,42.7469,42.7469,43.4593
REU,"Meat, goat Emissions (CO2eq) gigagrams",0.8565,1.0706,1.3917,1.3917,1.3917,1.6701,1.82,1.6701,2.0983,2.0983,2.0983,3.4686,5.7383,5.7168,5.5884,5.5884,4.5392,4.4964,4.475,4.475,4.4536,6.6375,5.8367,5.4856,4.9203,4.505,4.1324,3.7384,3.2759,3.1689,3.0404,3.019,3.0233,3.0019,3.0126,3.1093,4.7858,4.8413,4.7591,4.7938,3.3913,3.2098,3.2471,2.9467,2.76,2.5742,3.3139,3.0824,2.9271,2.8704,2.9976,2.8905,2.8387,2.8416
REU,"Milk, whole fresh goat Emissions (CO2eq) gigagrams",1.2847,1.0706,0.7494,0.7494,0.7494,0.8993,0.9635,0.8993,1.1134,1.1134,1.1134,1.8842,2.7835,2.8049,2.9976,2.9976,2.4623,2.5051,2.5265,2.5265,2.548,2.9976,2.9976,2.9976,3.2117,3.2759,3.2974,3.3402,3.4472,3.5543,3.6399,3.7042,3.7256,3.747,3.5329,3.4361,3.3505,3.2951,3.2651,3.2556,4.5652,4.7467,4.6004,4.7941,4.9783,5.1511,5.3106,5.4821,5.6375,5.6942,5.567,5.674,5.7258,5.723
REU,"Meat, sheep Emissions (CO2eq) gigagrams",0.386,0.386,0.386,0.386,0.4824,0.5403,0.386,0.4824,0.5017,0.5017,0.5017,0.4438,0.4438,0.4438,0.4438,0.4438,0.4438,0.4438,0.4438,0.4438,0.4438,0.5789,0.5596,0.5596,0.5596,0.5596,0.5596,0.4438,0.4438,0.4438,0.4438,0.4438,0.3628,0.3628,0.3339,0.3339,0.3339,0.3474,0.3553,0.3418,0.3281,0.3281,0.2723,0.2277,0.1922,0.1976,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193
REU,"Meat, chicken Emissions (CO2eq) gigagrams",5.2449,5.1997,6.0588,6.0136,5.9684,6.0588,5.1093,6.104,6.2396,6.3301,6.2849,6.5923,6.0723,7.1801,8.1206,10.5531,13.474,10.838,13.1304,15.1289,13.9578,15.8161,16.4265,16.4175,14.3557,14.5501,15.9427,22.2638,24.8184,29.0324,35.0641,32.9209,36.9405,38.8576,41.1002,43.1801,45.4047,47.5885,52.0332,51.9653,51.2509,54.3346,56.4054,56.5185,58.7792,61.0038,63.2283,65.4032,65.4032,65.4032,65.4032,67.6639,67.6639,69.8466
REU,"Eggs, hen, in shell Emissions (CO2eq) gigagrams",2.2219,2.2872,2.3526,2.4179,2.4833,2.5486,2.4179,2.2872,2.0912,1.9605,2.0258,2.1761,2.2546,2.1369,1.8102,1.869,1.4965,2.1304,2.1239,1.8625,1.7579,1.8559,1.7187,1.7122,1.6468,1.8429,1.869,2.2611,2.4375,2.2349,2.3983,2.614,2.1565,2.6532,2.6793,2.9407,2.993,3.1041,3.2152,3.3132,4.3457,3.1564,3.4308,3.2675,3.2675,3.3197,3.372,3.4962,3.4962,3.4962,3.4962,3.4962,3.4962,3.609
REU,"Meat, pig Emissions (CO2eq) gigagrams",17.6802,18.7852,19.8903,20.719,22.1003,22.1003,24.8628,16.5752,20.719,20.719,20.719,20.5356,21.9898,25.6115,23.1252,28.7359,34.1339,20.3046,12.2132,13.4315,24.9706,20.3046,19.8019,19.73,19.4538,19.4538,27.2579,26.8159,23.2688,23.8545,26.1004,25.4844,23.7357,22.5644,23.8269,23.7744,24.5866,22.6528,21.3635,21.2367,21.4621,21.8011,23.0094,24.4377,21.3041,20.2527,21.4478,21.7743,22.2859,19.5129,19.2944,18.9234,18.9234,19.0615
