code3,typeName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
CHL,Other Pesticides nes,,,,,,,,,,,,,561.74,608.06,,683.94,1107.13,1179.43,1465.56,2339.31,,,,,
#N/A,Chlorinated Hydrocarbons,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,0,0
#N/A,Organo-Phosphates,48,36,26,26,28,22,,,,,15,18,25,35,21,18,17,15,24,10,8,19,28,14,15
#N/A,Carbamates Insecticides,6,5,3,2,1,1,,,,,1,1,1,1,1,1,1,2,1,2,2,3,1,2,3
#N/A,Pyrethroids,2,3,2,1,1,1,,,,,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2
#N/A,Botanic.Produc&Biologic.,18,16,11,8,3,3,,,,,,,0,0,1,1,2,1,1,1,2,2,1,1,2
#N/A,Other Insecticides,0,0,0,0,0,,,,,,2,,3,3,1,2,2,4,1,5,1,4,1,1,3
#N/A,Mineral Oils,,,,,,,,,,,,,23,18,0,,1,,,,,,1,0,1
#N/A,Phenoxy Hormone Products,0,1,1,,,,,,,,1,0,1,1,0,1,2,0,1,,,1,,1,1
#N/A,Triazines,,,,,,,,,,,,,,,,,,,,,,,,0,0
#N/A,Amides,,,,,,,,,,,,0,,,0,,,,,,,,,0,0
#N/A,Carbamates Herbicides,,,,,,,,,,,,,,,,,,,,,,,,0,0
#N/A,Dinitroanilines,,,,,,,,,,,,,,,,0,0,,,,,,,0,0
#N/A,Urea derivates,,,,,,,,,,,,,,,,,0,,,,,,,0,0
#N/A,Sulfonyl Ureas,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0
#N/A,Bipiridils,,,,,,,,,,,13,12,19,15,14,13,8,8,7,8,12,11,10,13,1
#N/A,Other Herbicides,23,19,23,,,,,,,,7,8,5,8,3,3,6,3,5,3,2,7,2,8,14
#N/A,Inorganics,,,,,,,,,,,,,,,0,,0,1,,,,,,0,0
#N/A,Dithiocarbamates,11,8,12,,,,,,,,1,9,,2,3,1,4,1,6,7,5,5,4,5,6
#N/A,Benzimidazoles,,,,,,,,,,,0,0,0,0,,0,0,0,,1,,,,0,0
#N/A,"Triazoles, Diazoles",,,,,,,,,,,2,0,0,0,0,0,0,0,,,,,,0,0
#N/A,"Diazines, Morpholines",,,,,,,,,,,0,0,,,,,,0,1,,,,,0,0
#N/A,Other Fungicides,2,2,1,,,,,,,,4,4,6,5,5,4,4,9,7,7,8,10,7,10,10
#N/A,Other Pesticides nes,5,4,4,3,2,2,,,,,,,,,,,,,,,,,,,
#N/A,Pesticides,115,95,84,74,71,45,,,,,47,53,84,90,51,45,48,45,55,46,41,63,56,57,58
#N/A,Insecticides,74,61,43,38,34,28,,,,,19,20,30,41,26,23,23,23,28,20,14,29,32,20,25
#N/A,Mineral Oils,,,,,,,,,,,,,23,18,0,,1,,,,,,1,0,1
#N/A,Herbicides,23,20,24,20,19,7,,,,,21,20,25,24,17,17,16,11,13,11,14,19,12,22,16
#N/A,Fungicides&Bactericides,13,10,13,13,16,8,,,,,7,13,6,7,8,5,8,11,14,15,13,15,11,15,16
#N/A,Other Pesticides nes,5,4,4,3,2,2,,,,,,,,,,,,,,,,,,,
#N/A,Pesticides,,,,,,,,,,,,,99,128,101,118,147,148,163,151,146,139,159,9,18
#N/A,Insecticides,,,,,,,,,,,,,87,99,96,104,138,136,142,134,127,123,150,,
#N/A,Herbicides,,,,,,,,,,,,,,,,,,,,,,,,,0
#N/A,Fungicides&Bactericides,,,,,,,,,,,,,,0,0,,1,0,0,4,6,10,,,11
#N/A,Rodenticides,,,,,,,,,,,,,12,29,5,14,8,12,21,13,13,6,9,9,7
#N/A,Other Pesticides nes,,765307,799174,844800,978551,1087044,1140812,1195466,1231699,1321620,1279533,1274820,1312285,1325226,1386028,1460000,1537000,1623000,1672300,1709000,1758000,1787002,1806000,1801862,1807000
#N/A,Pesticides,,765307,799174,844800,978551,1087044,1140812,1195466,1231699,1321620,1279533,1274820,1312285,1325226,1386028,1460000,1537000,1623000,1672300,1709000,1758000,1787002,1806000,1801862,1807000
#N/A,Other Pesticides nes,,765307,799174,844800,978551,1087044,1140812,1195466,1231699,1321620,1279533,1274820,1312285,1325226,1386028,1460000,1537000,1623000,1672300,1709000,1758000,1787002,1806000,1801862,1807000
#N/A,Other Pesticides nes,,,,,,,256,229,185,1120,282,259,256,260,203,233,225,252,281,227,255,252,269,367,326
#N/A,Pesticides,,,,,,,9954,9364,8931,11441,9007,8476,10547,10143,9703,9228,9014,9492,8780,8589,7850,8254,9396,9632,8619
#N/A,Insecticides,,,,,,,3358,3303,3402,4270,2623,2821,3507,3506,3297,3177,2948,3029,3006,2756,2917,2964,3049,3291,2644
#N/A,Herbicides,,,,,,,4315,4157,3804,3704,3738,3622,4242,4030,3870,3564,3859,3905,3006,3396,2713,2984,3301,3185,2928
#N/A,Fungicides&Bactericides,,,,,,,2025,1675,1540,2347,2364,1774,2542,2347,2333,2254,1982,2306,2487,2210,1965,2054,2777,2789,2721
#N/A,Other Pesticides nes,,,,,,,256,229,185,1120,282,259,256,260,203,233,225,252,281,227,255,252,269,367,326
COL,Chlorinated Hydrocarbons,,,,,,,,334,407,408,336,,,,,,,,,,,,,,
COL,Organo-Phosphates,,,,,,,,1708,6036,8089,8809,,,,,,,,,,,,,,
COL,Carbamates Insecticides,,,,,,,,423,1136,2290,1123,,,,,,,,,,,,,,
COL,Pyrethroids,,,,,,,,43,344,977,1284,,,,,,,,,,,,,,
COL,Botanic.Produc&Biologic.,,,,,,,,8,11,12,13,,,,,,,,,,,,,,
COL,Other Insecticides,,,,,,,,214,486,441,1178,,,,,,,,,,,,,,
COL,Mineral Oils,612,566,409,268,376,400,209,18,19,146,6,,,,,,,,,,,,,470.96,
COL,Phenoxy Hormone Products,,,,,,,,1251,1559,2363,3777,,,,,,,,,,,,,,
COL,Triazines,,,,,,,,825,350,305,874,,,,,,,,,,,,,,
COL,Amides,,,,,,,,871,4586,4588,3047,,,,,,,,,,,,,,
COL,Carbamates Herbicides,,,,,,,,278,,,,,,,,,,,,,,,,,
COL,Dinitroanilines,,,,,,,,194,133,133,82,,,,,,,,,,,,,,
COL,Urea derivates,,,,,,,,277,1739,1732,1600,,,,,,,,,,,,,,
COL,Sulfonyl Ureas,,,,,,,,8,1,1,1,,,,,,,,,,,,,,
COL,Bipiridils,,,,,,,,502,575,600,1177,,,,,,,,,,,,,,
COL,Other Herbicides,,,,,,,,2166,14771,14756,16581,,,,,,,,,,,,,,
COL,Inorganics,,,,,,,,771,1287,1306,1664,,,,,,,,,,,,,,
COL,Dithiocarbamates,,,,,,,,5309,25318,25351,32070,,,,,,,,,,,,,,
COL,Benzimidazoles,,,,,,,,175,264,401,305,,,,,,,,,,,,,,
COL,"Triazoles, Diazoles",,,,,,,,126,194,211,85,,,,,,,,,,,,,,
COL,"Diazines, Morpholines",,,,,,,,20,,36,36,,,,,,,,,,,,,,
COL,Other Fungicides,,,,,,,,452,1438,1854,1726,,,,,,,,,,,,,,
COL,Plant Growth Regulators,0,,17,13,11,16,24,32,33,88,69,,,,,,,,,,,,57.1,50.8,124.4
COL,Cyanide Generators,,,,,,,,0,,,,,,,,,,,,,,,,,
COL,Other Pesticides nes,,,,,,,,,,,,,,,,,,,,,,,,,21.32
COL,Pesticides,18214,16961,15410,15030,17147,20258,18131,16005,60687,66088,75843,85515.3,84023.26,88772.15,105514.19,117881.45,98328.63,82439.06,48538.97,51435.13,48618.46,53797,48727.73,54563.38,73765.66
COL,Insecticides,4006,3507,2682,2281,2569,4240,3485,2730,8420,12217,12743,11521.37,9875.16,11430.38,16181.37,36456.59,12121.74,11714.51,8198.92,7457.54,8717.6,12198,5115.8,9401.38,7688.5
COL,Mineral Oils,612,566,409,268,376,400,209,18,19,146,6,,,,,,,,,,,,,470.96,
COL,Herbicides,6573,6368,6067,5719,7454,8322,7347,6372,23714,24478,27139,49493.17,50875.78,42519.43,44962.12,44968.27,60994.81,38795.5,28006.61,21543.68,17587.14,23882,21167.9,30037.56,24917.2
COL,Fungicides&Bactericides,7023,6520,6235,6749,6737,7280,7066,6853,28501,29159,35886,24500.76,23272.32,34822.34,44370.7,36456.59,25212.08,31929.05,12333.44,22433.91,22313.72,17717,22386.9,14587.93,40900.9
COL,Seed Treatm Fungicides,,,,,,,,,,,,,,,,,,,,,,,,,16.14
COL,Plant Growth Regulators,0,,17,13,11,16,24,32,33,88,69,,,,,,,,,,,,57.1,50.8,124.4
COL,Rodenticides,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0.03,14.75,97.2
COL,Other Pesticides nes,,,,,,,,,,,,,,,,,,,,,,,,,21.32
COM,Pesticides,,,,,,,,,,,0.7,,,,,,0.52,0.49,0.27,0.03,,,,,
COM,Insecticides,,,,,,,,,,,0.05,,,,,,0.07,0.05,0.04,0.01,,,,,
COM,Fungicides&Bactericides,,,,,,,,,,,0.65,,,,,,0.45,0.44,0.23,0.02,,,,,
COG,Organo-Phosphates,,,,28,7,8,10,,,,,,,,,,,,,,,,,,
COG,Other Herbicides,,,,12,4,4,4,,,,,,,,,,,,,,,,,,
COG,Pesticides,27,29,,41,11.2,12.2,14.2,,,,,,,,,,,,,1.66,0.87,,,,
COG,Insecticides,25,28,,28,7,8,10,,,,,,,,,,,,,1.3,0.2,,,,
COG,Herbicides,1,1,,12,4,4,4,,,,,,,,,,,,,,,,,,
COG,Fungicides&Bactericides,1,,,1,0.2,0.2,0.2,,,,,,,,,,,,,0.36,0.67,,,,
COK,Organo-Phosphates,,,,,,0.16,0.16,0.45,0.43,0.42,0.42,,0.1,0.12,0.1,0.1,0.1,0.11,0.12,0.13,,,,,
COK,Carbamates Insecticides,,,,,,0.01,0.02,0.03,0.03,0.03,0.03,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,
COK,Pyrethroids,,,,,,,0,0.02,0.02,0.01,0.01,,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,,,,,
COK,Botanic.Produc&Biologic.,,,,,,,0,0.02,0.02,0.02,0.02,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,
COK,Other Insecticides,,,,,,0.01,0.02,0.03,0.03,0.03,0.03,,0.5,0.68,0.69,0.89,0.89,0.89,0.89,0.89,,,,,
COK,Mineral Oils,,,,,,,,0.2,0.2,0.2,0.2,,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,
COK,Phenoxy Hormone Products,,,,,,0,0.01,0.01,0.01,0.01,0.01,,,,,0.02,0.02,0.02,0.02,0.02,,,,,
COK,Amides,,,,,,,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,
COK,Dinitroanilines,,,,,,,,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
COK,Urea derivates,,,,,,,,0.01,0.01,0.01,0.01,,0.12,0.12,0.12,0.14,0.16,0.16,0.16,0.16,,,,,
COK,Bipiridils,,,,,,0.21,0.25,0.28,0.27,0.25,0.25,,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,,,,,
COK,Other Herbicides,,,,,,0.15,0.19,0.4,0.38,0.36,0.36,,0.6,0.6,0.7,0.7,0.72,0.72,1.08,0.8,,,,,
COK,Inorganics,,,,,,0.09,0.11,0.08,0.08,0.07,0.07,,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,,,,,
COK,Dithiocarbamates,,,,,,0.04,0.05,0.04,0.04,0.03,0.03,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,,,,,
COK,Benzimidazoles,,,,,,,,0.01,0.01,0.01,0.01,,,,,,0.03,0.03,0.03,0.03,,,,,
COK,Other Fungicides,,,,,,0.03,0.05,0,0,0,0,,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,,,,,
COK,Anticoagulants,,,,,,0.01,0.02,0.02,0.02,0.02,0.02,,0,0,0,0,0,0,0,0,,,,,
COK,Pesticides,1,1,1,1,0,0.71,0.9,1.63,1.58,1.5,1.5,,2.29,2.69,2.79,3.04,3.21,3.23,3.6,3.33,,,,,
COK,Insecticides,,,,,,0.18,0.2,0.55,0.53,0.51,0.51,,0.64,0.84,0.84,1.04,1.04,1.05,1.06,1.07,,,,,
COK,Mineral Oils,,,,,,,,0.2,0.2,0.2,0.2,,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,
COK,Herbicides,1,1,1,1,0,0.36,0.47,0.73,0.7,0.66,0.66,,1.22,1.22,1.32,1.36,1.5,1.5,1.86,1.58,,,,,
COK,Fungicides&Bactericides,,,,,,0.16,0.21,0.13,0.13,0.11,0.11,,0.13,0.13,0.13,0.14,0.17,0.18,0.18,0.18,,,,,
COK,Rodenticides,,,,,,0.01,0.02,0.02,0.02,0.02,0.02,,0,0,0,0,0,0,0,0,,,,,
CRI,Chlorinated Hydrocarbons,,,,43,,0.03,1626,108,25,415,805,37,,,,,,42.7,51.2,17.3,,,,,
CRI,Organo-Phosphates,,,,1503,,771,1701,4064,1009,1178,1279,1127,,,,,,1507.7,1403.9,1223.2,1308.8,1323.17,,,
CRI,Carbamates Insecticides,,,,824,,621,111,859,206,212,216,236,,,,,,288.7,408.5,271.4,307.34,340.08,,,
CRI,Pyrethroids,,,,7,,15,8,771,202,116,29,25,,,,,,49.1,40.2,56.9,66.14,90.2,,,
CRI,Botanic.Produc&Biologic.,,,,28,,36,1,41,,5,10,2,,,,,,1,0.1,0.5,12.46,0.78,,,
CRI,Other Insecticides,,,,1856,,132,1712,779,28,24,20,41,,,,,,231.7,193.3,118.6,453.78,346.93,,,
CRI,Mineral Oils,,,,,,,,,,5791,11582,,,,,,,,,,,,,,
CRI,Phenoxy Hormone Products,,,,390,,382,331,318,478,525,572,888,,,,,,1102.2,1243.6,841.5,1122.08,1122.76,,,
CRI,Triazines,,,,10,,30,66,14,112,245,377,213,,,,,,303.1,423.6,266.2,317.55,366.58,,,
CRI,Amides,,,,0,,233,29,1,119,2450,4781,148,,,,,,73.3,123.3,105.1,104.34,72.72,,,
CRI,Carbamates Herbicides,,,,0,,1,2,,1,14,26,27,,,,,,,4.4,2.4,6.72,14.4,,,
CRI,Dinitroanilines,,,,0,,2,274,17,60,121,182,113,,,,,,209.6,104.7,139.1,180.95,232.86,,,
CRI,Urea derivates,,,,114,,0,17,12,110,86,61,110,,,,,,352.1,291.7,103.1,289.73,284.57,,,
CRI,Sulfonyl Ureas,,,,,,29,1,2,11,21,30,38,,,,,,2.5,2.5,3.5,5.09,4.66,,,
CRI,Bipiridils,,,,,,141,2261,378,167,198,228,193,,,,,,354.9,380.7,465.5,435.06,474.39,,,
CRI,Uracil,,,,,,,4,,18,9,,3,,,,,,53.7,71.9,49.1,56.66,49.94,,,
CRI,Other Herbicides,,,,560,,1928,2062,252,656,1028,1399,1247,,,,,,1475.1,1705.7,1384.7,1898.07,1956.55,,,
CRI,Inorganics,,,,198,,215,19,205,864,2025,3185,161,,,,,,249.4,258.7,123.7,146.34,139.08,,,
CRI,Dithiocarbamates,,,,570,,262,392,4380,2527,1415,200,3301,,,,,,4132.6,4434.2,5144.3,5389.19,3842.27,,,
CRI,Benzimidazoles,,,,104,,27,30,708,133,138,142,73,,,,,,146.6,162,102.5,115.23,202.68,,,
CRI,"Triazoles, Diazoles",,,,13,,29,29,409,81,153,224,152,,,,,,154.9,142.5,163.9,79.29,100.78,,,
CRI,"Diazines, Morpholines",,,,6,,54,25,623,78,62,45,443,,,,,,587.3,466,508,569.86,367.63,,,
CRI,Other Fungicides,,,,340,,421,137,2218,1012,643,164,1107,,,,,,569.2,556.6,506.6,1138.66,1218.3,,,
CRI,Dithiocarbamates-SeedTrF,,,,,,,,,,,102,200,,,,,,,,,,,,,
CRI,Benzimidazoles-SeedTrF,,,,,,,,,,,,81,,,,,,,,,,,,,
CRI,Others-SeedTreatFung,,,,,,,,,,,110,738,,,,,,,,,,,,,
CRI,Organo-phospates-SdTr In,,,,,,,,,,,67,,,,,,,,,,,,,,
CRI,Carbamates-insect-SdTr,,,,,,,,,,,1,,,,,,,,,,,,,,
CRI,Others-SeedTreat Ins,,,,,,,,,,,0,,,,,,,,,,,,,,
CRI,Plant Growth Regulators,,,,40,,8,3,13,,14,28,,,,,,,49.18,41.34,41.14,64.69,69.08,,,
CRI,Anticoagulants,,,,18,,4,8,80,0,0,0,,,,,,,0.03,0.23,0.03,0.03,0.04,,,
CRI,Cyanide Generators,,,,,,,,,,0,,,,,,,,,,,,,,,
CRI,Other Rodenticides,,,,,,,,24,1,1,0,,,,,,,,,,,,,,
CRI,Disinfectants,,,,,,,,,,,,,,,,,,,,,0.4,0.4,,,
CRI,Other Pesticides nes,,,,,,,,,,,,,1265,1370,1440,1572,1130,809.95,806.13,668.4,173.38,190.4,,,
CRI,Pesticides,,,,6624,,5341.03,10849,16276,7898,16889,25865,10704,11125,10639,10990,10937,10988,12746.56,13317,12306.67,14241.84,12811.25,,,
CRI,Insecticides,,,,4261,,1575.03,5159,6622,1470,1950,2359,1468,1855,1700,1570,1850,1858,2120.9,2097.2,1687.9,2148.52,2101.16,,,
CRI,Mineral Oils,,,,,,,,,,5791,11582,,,,,,,,,,,,,,
CRI,Herbicides,,,,1074,,2746,5047,994,1732,4697,7656,2980,2575,2429,2700,2800,2860,3926.5,4352.1,3360.2,4416.25,4579.43,,,
CRI,Fungicides&Bactericides,,,,1231,,1008,632,8543,4695,4436,3960,5237,5430,5140,5280,4715,5140,5840,6020,6549,7438.57,5870.74,,,
CRI,Seed Treatm Fungicides,,,,,,,,,,,212,1019,,,,,,,,,,,,,
CRI,Seed Treatm Insecticides,,,,,,,,,,,68,,,,,,,,,,,,,,
CRI,Plant Growth Regulators,,,,40,,8,3,13,,14,28,,,,,,,49.18,41.34,41.14,64.69,69.08,,,
CRI,Rodenticides,,,,18,,4,8,104,1,1,0,,,,,,,0.03,0.23,0.03,0.03,0.04,,,
CRI,Disinfectants,,,,,,,,,,,,,,,,,,,,,0.4,0.4,,,
CRI,Other Pesticides nes,,,,,,,,,,,,,1265,1370,1440,1572,1130,809.95,806.13,668.4,173.38,190.4,,,
CIV,Chlorinated Hydrocarbons,,,,,76,72,59,,,,,,,,,,,,,,,,,,
CIV,Organo-Phosphates,,,,,4,4,1,,,,,,,,,,,,,,,,,,
CIV,Carbamates Insecticides,,,,,7,10,3,,,,,,,,,,,,,,,,,,
CIV,Pyrethroids,,,,,1,2,12,,,,,,,,,,,,,,,,,,
CIV,Bipiridils,,,,,26,23,10,,,,,,,,,,,,,,,,,,
CIV,Other Herbicides,,,,,0,1,0,,,,,,,,,,,,,,,,,,
CIV,Benzimidazoles,,,,,11,9,5,,,,,,,,,,,,,,,,,,
CIV,"Triazoles, Diazoles",,,,,2,1,0,,,,,,,,,,,,,,,,,,
CIV,Other Fungicides,,,,16,16,12,3,,,,,,,,,,,,,,,,,,
CIV,Anticoagulants,,,,,0,0,0,,,,,,,,,,,,,,,,,,
CIV,Pesticides,,,,16,143,134,93,,,,,,,,,,,,,,,,,,
CIV,Insecticides,,,,,88,88,75,,,,,,,,,,,,,,,,,,
CIV,Herbicides,,,,,26,24,10,,,,,,,,,,,,,,,,,,
CIV,Fungicides&Bactericides,,,,16,29,22,8,,,,,,,,,,,,,,,,,,
CIV,Rodenticides,,,,,0,0,0,,,,,,,,,,,,,,,,,,
HRV,Chlorinated Hydrocarbons,,,,,,,6,,,,,,,,,,,,,,,,,,
HRV,Organo-Phosphates,,,,,,,92,,,,,,,,,,,,,,,,,35.74,
HRV,Carbamates Insecticides,,,,,,,24,,,,,,,,,,,,,,,,,2.36,
HRV,Pyrethroids,,,,,,,7,,,,,,,,,,,,,,,,,3.29,
HRV,Botanic.Produc&Biologic.,,,,,,,2,,,,,,,,,,,,,,,,,0.01,
HRV,Other Insecticides,,,,,,,17,,,,,,,,,,,,,,,,,85.95,
HRV,Mineral Oils,,,,,,,60,,,,,,,,,,,,,,,,,,86.11
HRV,Phenoxy Hormone Products,,,,,,,153,,,,,,,,,,,,,,,,,26.85,
HRV,Triazines,,,,,,,483,,,,,,,,,,,,,,,,,105.61,
HRV,Amides,,,,,,,555,,,,,,,,,,,,,,,,,240.5,
HRV,Carbamates Herbicides,,,,,,,24,,,,,,,,,,,,,,,,,6.02,
HRV,Dinitroanilines,,,,,,,11,,,,,,,,,,,,,,,,,24.78,
HRV,Urea derivates,,,,,,,75,,,,,,,,,,,,,,,,,36.11,
HRV,Sulfonyl Ureas,,,,,,,8,,,,,,,,,,,,,,,,,9.39,
HRV,Bipiridils,,,,,,,7,,,,,,,,,,,,,,,,,2,
HRV,Uracil,,,,,,,,,,,,,,,,,,,,,,,,0.01,
HRV,Other Herbicides,,,,,,,212,,,,,,,,,,,,,,,,,317.08,
HRV,Inorganics,,,,,,,1114,,,,,,,,,,,,,,,,,596.06,
HRV,Dithiocarbamates,,,,,,,239,,,,,,,,,,,,,,,,,124.69,
HRV,Benzimidazoles,,,,,,,23,,,,,,,,,,,,,,,,,10.37,
HRV,"Triazoles, Diazoles",,,,,,,14,,,,,,,,,,,,,,,,,28.29,
HRV,"Diazines, Morpholines",,,,,,,2,,,,,,,,,,,,,,,,,5.92,
HRV,Other Fungicides,,,,,,,20,,,,,,,,,,,,,,,,,128.19,
HRV,Plant Growth Regulators,,,79,,,35,0,,,,,,,,,,,,,,,,,66.52,72.16
HRV,Anticoagulants,,,,,,,0,,,,,,,,,,,,,,,,,,
HRV,Other Rodenticides,,,,,,,0,,,,,,,,,,,,,,,,,,
HRV,Other Pesticides nes,,,,,,,,,,,,,,,,,75,79,161,197,53,,,5.37,
HRV,Pesticides,,,2304,,,3418,3148,,,,,,,,2174,2053,2150,2015,2388,2070,1540,,,1861.11,2210.65
HRV,Insecticides,,,461,,,204,148,,,,,,,,167,114,88,81,96,77,58,,,127.35,153.19
HRV,Mineral Oils,,,,,,,60,,,,,,,,,,,,,,,,,,86.11
HRV,Herbicides,,,1304,,,2037,1528,,,,,,,,1372,1269,1322,1150,1187,967,851,,,768.35,889.08
HRV,Fungicides&Bactericides,,,460,,,1142,1412,,,,,,,,635,670,665,705,944,829,578,,,893.52,980.86
HRV,Seed Treatm Fungicides,,,,,,,,,,,,,,,,,,,,,,,,,24.64
HRV,Seed Treatm Insecticides,,,,,,,,,,,,,,,,,,,,,,,,,4.61
HRV,Plant Growth Regulators,,,79,,,35,0,,,,,,,,,,,,,,,,,66.52,72.16
HRV,Rodenticides,,,,,,,0,,,,,,,,,,,,,,,,,0,
HRV,Other Pesticides nes,,,,,,,,,,,,,,,,,75,79,161,197,53,,,5.37,
CYP,Chlorinated Hydrocarbons,0.7,,,0.2,2,1,8,13,,,1,3,,,,,,,,,,66.5,53.9,,
CYP,Organo-Phosphates,157,152,147,165,181,125,179,118,,,30.4,26,,,,,,,,,,2.5,1.7,,
CYP,Carbamates Insecticides,20,27,31,21,28,27,27,22,,,22,20,,,,,,,,,,6.7,54.8,,
CYP,Pyrethroids,2,6,9,3,9,9,5,4,,,71.3,75,,,,,,,,,,4,0.02,,
CYP,Botanic.Produc&Biologic.,,,,,0.03,0.04,0.02,0.08,,,,,,,,,,,,,,,,,
CYP,Other Insecticides,154,192,74,133,169,144,139,137,,,109.9,178,,,,,,,,,,77.7,138.4,,
CYP,Mineral Oils,76,71,16,145,257,81,94,132,,,,,,,,,,,,,,,,,
CYP,Phenoxy Hormone Products,10,13,13,23,34,29,31,18,,,4,13,,,,,,,,,,60,31.1,,
CYP,Triazines,19,7,19,19,20,22,17,13,,,2,2,,,,,,,,,,1.4,1.4,,
CYP,Amides,2,2,1,2,3,3,2,2,,,,,,,,,,,,,,0.5,0.3,,
CYP,Carbamates Herbicides,,,,,0.3,0.1,0.2,,,,,1,,,,,,,,,,0.1,0.04,,
CYP,Dinitroanilines,1,1,1,1,1,2,1,1,,,4,2,,,,,,,,,,1.6,1.9,,
CYP,Urea derivates,13,10,15,16,0.1,0.05,17,12,,,1,1,,,,,,,,,,3.1,3.1,,
CYP,Sulfonyl Ureas,,,,,20,14,0.2,0.3,,,,,,,,,,,,,,0.2,0.05,,
CYP,Bipiridils,,,,,27,24,31,17,,,,,,,,,,,,,,,,,
CYP,Uracil,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,
CYP,Other Herbicides,32,37,62,50,26,28,33,51,,,59.7,90.4,,,,,,,,,,98.9,92.6,,
CYP,Inorganics,1418,1173,1003,1118,1386,1180,1464,1510,,,55,48,,,,,,,,,,86,128,,
CYP,Dithiocarbamates,243,65,260,303,297,263,297,132,,,73,48,,,,,,,,,,121,127,,
CYP,Benzimidazoles,4,5,4,2,4,8,15,12,,,,,,,,,,,,,,7.1,6.4,,
CYP,"Triazoles, Diazoles",1,2,3,2,2,2,3,3,,,2,1,,,,,,,,,,2.3,6.9,,
CYP,"Diazines, Morpholines",0.1,0.1,0.7,0.05,0.05,0.05,0.05,0.1,,,,,,,,,,,,,,0.7,6.7,,
CYP,Other Fungicides,31,207,36,40,51,68,53,26,,,97.7,119,,,,,,,,,,23.8,72.2,,
CYP,Plant Growth Regulators,0.7,0.6,0.8,0.8,0.7,0.5,0.7,0.6,,,1.7,0.4,,,,,,,,,,3.4,0.3,,1
CYP,Anticoagulants,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0.01,,,,,,,,,,,,,,,,,
CYP,Other Pesticides nes,,,,,,,,,,,,,178,60,55,35,132,26,25,18,18,,,,12
CYP,Pesticides,2184.51,1970.71,1695.53,2044.07,2518.2,2030.77,2417.19,2224.09,,,534.71,627.82,975,720,650,620,812,495,447,707,620,567.7,727.01,,1046
CYP,Insecticides,333.7,377,261,322.2,389.03,306.04,358.02,294.08,,,234.6,302,211,220,215,231,282,179,175,311,223,157.4,248.82,,182
CYP,Mineral Oils,76,71,16,145,257,81,94,132,,,,,,,,,,,,,,,,,
CYP,Herbicides,77,70,111,111,131.4,122.15,132.4,114.3,,,70.7,109.4,140,190,180,146,112,84,68,109,103,166,130.69,,153
CYP,Fungicides&Bactericides,1697.1,1452.1,1306.7,1465.05,1740.05,1521.05,1832.05,1683.1,,,227.7,216,446,250,200,208,286,206,179,269,276,240.9,347.2,,698
CYP,Plant Growth Regulators,0.7,0.6,0.8,0.8,0.7,0.5,0.7,0.6,,,1.7,0.4,,,,,,,,,,3.4,0.3,,1
CYP,Rodenticides,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0.01,,,0.01,0.02,,,,,,,,,,,,,
CYP,Other Pesticides nes,,,,,,,,,,,,,178,60,55,35,132,26,25,18,18,,,,12
#N/A,Chlorinated Hydrocarbons,,,,,0.05,,0.09,0.02,0.02,0.01,0.18,0.01,0,,,,,,,,,,,,
#N/A,Organo-Phosphates,,,,70,59,47,64,58,79,78,108.74,123.97,136.06,111.31,129.71,128.21,136.53,161.08,,,,,,,
#N/A,Carbamates Insecticides,,,,17,20,11,12,11,13,10,10.14,4.9,5.48,2.45,3.83,2.74,3.4,2.99,,,,,,,
#N/A,Pyrethroids,,,,6,7,7,8,8,10,12,15.44,15.74,17.93,16.34,19.4,18.06,19.52,23.04,,,,,,,
#N/A,Botanic.Produc&Biologic.,,,,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.06,0.01,0,0,0,0,0,0.01,,,,,,,
#N/A,Other Insecticides,,,,27,37,36,11,14,16,12,12.96,12.26,12.3,9.79,12.17,10.43,12.45,24.37,,,,,,,
#N/A,Mineral Oils,,,,68,15,14,16,12,11,10,15.79,14.48,14.71,31.63,50.99,47.4,57.38,68.44,,,,,,,
#N/A,Phenoxy Hormone Products,,,,548,672,585,600,602,545,483,434.93,379.35,353.82,352.82,336.13,305.15,313.6,321.32,,,,,,,
